story,interleaved-step1,interleaved-step2,interleaved_rep-step1,interleaved_rep-step2,blocked-step1,blocked-step2,blocked_rep-step1,blocked_rep-step2,explicit_interleaved-step1,explicit_interleaved-step2,inserted_early-step1,inserted_early-step2,inserted_early_rep-step1,inserted_early_rep-step2,inserted_middle-step1,inserted_middle-step2,inserted_middle_rep-step1,inserted_middle_rep-step2,inserted_late-step1,inserted_late-step2,inserted_late_rep-step1,inserted_late_rep-step2
10,0.6818181818181818,0.6,0.3888888888888889,0.7058823529411765,0.8571428571428571,0.92,0.7894736842105263,1.0,0.6,0.7619047619047619,0.875,0.8947368421052632,0.85,0.8823529411764706,0.4375,0.6,0.6428571428571429,0.5555555555555556,0.5,0.7333333333333333,0.5555555555555556,0.75
11,0.5263157894736842,0.6,0.7368421052631579,0.631578947368421,0.9047619047619048,0.8461538461538461,0.9473684210526315,0.9411764705882353,0.3333333333333333,0.5925925925925926,0.8235294117647058,0.8,0.9333333333333333,1.0,0.5,0.5,0.7647058823529411,0.4090909090909091,0.34782608695652173,0.7,0.6666666666666666,0.8888888888888888
12,0.7619047619047619,0.5833333333333334,0.6,0.5882352941176471,0.782608695652174,0.9444444444444444,0.9090909090909091,0.9545454545454546,0.7647058823529411,0.625,0.8888888888888888,0.8947368421052632,0.8125,0.9230769230769231,0.6923076923076923,0.5789473684210527,0.5,0.6842105263157895,0.6666666666666666,0.5833333333333334,0.7,0.5
13,0.5,0.5833333333333334,0.45,0.5,0.8260869565217391,0.9230769230769231,0.95,1.0,0.3181818181818182,0.76,0.9375,0.9090909090909091,0.8333333333333334,0.9285714285714286,0.631578947368421,0.6923076923076923,0.5,0.5454545454545454,0.47368421052631576,0.5625,0.375,0.625
14,0.5789473684210527,0.7727272727272727,0.5714285714285714,0.8,0.8461538461538461,0.9259259259259259,0.95,0.9047619047619048,0.6923076923076923,0.6296296296296297,0.8571428571428571,0.75,0.9285714285714286,0.8823529411764706,0.5882352941176471,0.6875,0.4,0.5789473684210527,0.47619047619047616,0.7368421052631579,0.5454545454545454,0.45454545454545453
15,0.5384615384615384,0.5263157894736842,0.42857142857142855,0.47058823529411764,0.8333333333333334,0.8148148148148148,1.0,1.0,0.5714285714285714,0.6190476190476191,1.0,0.9411764705882353,0.8333333333333334,1.0,0.6363636363636364,0.6153846153846154,0.4,0.5333333333333333,0.65,0.6428571428571429,0.5714285714285714,0.6666666666666666
16,0.56,0.8,0.7647058823529411,0.7857142857142857,0.8,0.8636363636363636,1.0,1.0,0.6666666666666666,0.6666666666666666,0.9375,0.9230769230769231,0.7777777777777778,0.8823529411764706,0.46153846153846156,0.5714285714285714,0.6470588235294118,0.7777777777777778,0.5714285714285714,0.5,0.5555555555555556,0.7777777777777778
17,0.5217391304347826,0.4444444444444444,0.35,0.47619047619047616,0.9032258064516129,0.8275862068965517,1.0,0.9523809523809523,0.5384615384615384,0.5652173913043478,1.0,1.0,1.0,0.8235294117647058,0.4666666666666667,0.5294117647058824,0.5555555555555556,0.7222222222222222,0.4444444444444444,0.75,0.42857142857142855,0.6363636363636364
18,0.55,0.5714285714285714,0.4444444444444444,0.7058823529411765,0.782608695652174,0.7777777777777778,0.9565217391304348,0.9545454545454546,0.76,0.7,0.9333333333333333,1.0,1.0,0.8333333333333334,0.4666666666666667,0.8181818181818182,0.65,0.6666666666666666,0.65,0.6,0.8333333333333334,0.375
19,0.4074074074074074,0.3076923076923077,0.65,0.6666666666666666,0.9285714285714286,0.9565217391304348,0.8571428571428571,0.9,0.47619047619047616,0.72,1.0,0.8235294117647058,0.9375,0.9333333333333333,0.7857142857142857,0.7647058823529411,0.45,0.38095238095238093,0.5555555555555556,0.7222222222222222,0.6,0.9
20,0.72,0.6818181818181818,0.5294117647058824,0.7619047619047619,0.88,0.7391304347826086,0.9545454545454546,0.875,0.5833333333333334,0.631578947368421,0.9333333333333333,1.0,0.8888888888888888,1.0,0.5333333333333333,0.6923076923076923,0.3684210526315789,0.5,0.5,0.5714285714285714,0.5,0.42857142857142855
21,0.6,0.45454545454545453,0.35294117647058826,0.6666666666666666,0.9259259259259259,0.8928571428571429,0.8947368421052632,0.9473684210526315,0.48,0.4782608695652174,1.0,0.875,0.9285714285714286,0.8888888888888888,0.46153846153846156,0.7142857142857143,0.3333333333333333,0.6,0.47058823529411764,0.7222222222222222,0.375,0.9
22,0.7142857142857143,0.5,0.7222222222222222,0.8333333333333334,0.8181818181818182,0.88,1.0,1.0,0.56,0.6521739130434783,0.8666666666666667,0.8823529411764706,0.875,0.9473684210526315,0.5263157894736842,0.875,0.5,0.4444444444444444,0.47368421052631576,0.6428571428571429,0.6666666666666666,0.625
23,0.35,0.48,0.5,0.6666666666666666,0.9230769230769231,0.8571428571428571,0.9545454545454546,0.9375,0.46153846153846156,0.6818181818181818,0.9333333333333333,0.8947368421052632,0.8947368421052632,1.0,0.4,0.6153846153846154,0.5625,0.47368421052631576,0.5882352941176471,0.7142857142857143,0.5454545454545454,0.8888888888888888
24,0.6,0.625,0.6111111111111112,0.5,0.8148148148148148,0.9230769230769231,1.0,1.0,0.6071428571428571,0.55,0.9333333333333333,0.8571428571428571,0.9444444444444444,0.875,0.5,0.6428571428571429,0.4,0.65,0.5,0.8823529411764706,0.75,0.4444444444444444
25,0.4444444444444444,0.6,0.36363636363636365,0.8421052631578947,0.9230769230769231,0.9285714285714286,1.0,1.0,0.44,0.5217391304347826,0.9333333333333333,0.8823529411764706,0.9285714285714286,0.8,0.5882352941176471,0.5714285714285714,0.625,0.5,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.7142857142857143
26,0.46153846153846156,0.6956521739130435,0.6086956521739131,0.5333333333333333,0.9615384615384616,0.896551724137931,1.0,0.9130434782608695,0.6363636363636364,0.6956521739130435,1.0,0.9375,0.9333333333333333,1.0,0.4166666666666667,0.5294117647058824,0.47368421052631576,0.5882352941176471,0.5789473684210527,0.7,0.6,0.5555555555555556
27,0.5769230769230769,0.6,0.5555555555555556,0.7368421052631579,0.8260869565217391,0.9166666666666666,1.0,1.0,0.6,0.5263157894736842,0.8823529411764706,0.8571428571428571,0.8125,0.9375,0.4666666666666667,0.7692307692307693,0.3888888888888889,0.625,0.42105263157894735,0.7368421052631579,0.5454545454545454,0.8181818181818182
28,0.75,0.6190476190476191,0.7058823529411765,0.47058823529411764,1.0,0.8571428571428571,1.0,0.9523809523809523,0.6521739130434783,0.7307692307692307,0.8125,0.8125,0.9230769230769231,0.8888888888888888,0.5,0.5714285714285714,0.38095238095238093,0.6666666666666666,0.7222222222222222,0.6842105263157895,0.6666666666666666,0.5714285714285714
29,0.4583333333333333,0.625,0.5263157894736842,0.5,0.9259259259259259,0.8928571428571429,0.9473684210526315,0.95,0.5,0.6190476190476191,1.0,0.8947368421052632,0.9444444444444444,1.0,0.2777777777777778,0.5882352941176471,0.5555555555555556,0.8666666666666667,0.5333333333333333,0.75,0.8,0.75
