,Unnamed: 0,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
4,4,296.0,640,567.5,0.95,0.0,1.0,1.0,1.0,0.9479187434470868,0.508548414233861,0.6976651565646883,0.5416092618469188,0.4981892835802143
5,5,296.0,650,567.5,0.95,0.0,1.0,1.0,1.0,0.9513177922565706,0.4964127742153744,0.7584923051926967,0.5956046616356767,0.4916883423790087
6,6,296.0,660,567.5,0.95,0.0,1.0,1.0,1.0,0.9591748279983968,0.5149674181237032,0.8015518131911072,0.5510775306366869,0.4820413494609548
7,7,296.0,670,567.5,0.95,0.0,1.0,1.0,1.0,0.9649480700771668,0.5048809977858804,0.7415082431552218,0.539629297964105,0.5145258657141423
8,8,296.0,680,567.5,0.95,0.0,1.0,1.0,1.0,0.9585984053533791,0.4907281209731448,0.7281428406349932,0.587040538136481,0.4918603179016323
9,9,296.0,690,567.5,0.95,0.0,1.0,1.0,1.0,0.955224939752155,0.5079376364529431,0.8183025091955543,0.5357215946313147,0.496685828637584
10,10,296.0,700,567.5,0.95,0.0,1.0,1.0,1.0,0.9717205261532108,0.498269045913644,0.8109182703992864,0.5993455894791554,0.5022730874228092
0,0,306.0,600,527.5,1.15,0.0,1.0,1.0,1.0,0.89959948893818,0.4880129753415262,0.7361192317549599,0.5726783033789425,0.5066164350490228
1,1,306.0,610,527.5,1.15,0.0,1.0,1.0,1.0,0.9399505336948912,0.4965951569854054,0.7479747996853917,0.5743785358075619,0.4984386995716451
2,2,306.0,620,527.5,1.15,0.0,1.0,1.0,1.0,0.9622365123265786,0.5092248377699167,0.7565379946729502,0.5155027365361338,0.4984691040549546
3,3,306.0,630,527.5,1.15,0.0,1.0,1.0,1.0,0.9551354589582608,0.4956786733595718,0.765921852555266,0.600363464634946,0.5272836520959008
4,4,306.0,640,527.5,1.15,0.0,1.0,1.0,1.0,0.9086615377947052,0.5095112088377334,0.780484428374915,0.5776312582024179,0.4928136793039024
5,5,306.0,650,527.5,1.15,0.0,1.0,1.0,1.0,0.930445222353428,0.5096067430123188,0.8080930428528837,0.6035905446018531,0.5116029446402398
6,6,306.0,660,527.5,1.15,0.0,1.0,1.0,1.0,0.974860436673,0.4891106211771111,0.7406362682209627,0.6006280215802462,0.5114521917891686
7,7,306.0,670,527.5,1.15,0.0,1.0,1.0,1.0,0.9231579822053974,0.4959969007177541,0.7396887580683595,0.5208640288038602,0.5066602073780528
8,8,306.0,680,527.5,1.15,0.0,1.0,1.0,1.0,0.9454088101623396,0.5037455411710203,0.7459711070514305,0.52779629992443,0.5081691433234841
9,9,306.0,690,527.5,1.15,0.0,1.0,1.0,1.0,0.9416598769889544,0.5096018505538472,0.7840883070713873,0.5228494142714161,0.5065086119369856
10,10,306.0,700,527.5,1.15,0.0,1.0,1.0,1.0,0.9935690061325212,0.5066824774138948,0.894790802494505,0.554755212649056,0.5060104137119993
0,0,290.0,600,560.0,0.95,0.0,1.0,1.0,1.0,0.921908771492724,0.5037785556176886,0.665725230765754,0.5539421433595129,0.4990032422448801
1,1,290.0,610,560.0,0.95,0.0,1.0,1.0,1.0,0.9449279649830448,0.5020636419595652,0.6911961311024912,0.5835900231185157,0.5153877198384411
2,2,290.0,620,560.0,0.95,0.0,1.0,1.0,1.0,0.9267070549912316,0.5087186926023334,0.7180719780549198,0.6393816141164678,0.4998246081829379
3,3,290.0,630,560.0,0.95,0.0,1.0,1.0,1.0,0.9011177467574688,0.5021613865448332,0.706952422045344,0.5722213805071028,0.4957759499312807
4,4,290.0,640,560.0,0.95,0.0,1.0,1.0,1.0,0.9039114841900489,0.4974030590858155,0.8028203742848863,0.5714299778334522,0.5005491637499244
5,5,290.0,650,560.0,0.95,0.0,1.0,1.0,1.0,0.9432245757189598,0.4857709327507903,0.6966224641878443,0.5552833650073603,0.5025525593370939
6,6,290.0,660,560.0,0.95,0.0,1.0,1.0,1.0,0.9306367229781702,0.497413763253866,0.7842679631766969,0.5556913489916713,0.4973870943204592
7,7,290.0,670,560.0,0.95,0.0,1.0,1.0,1.0,0.9560072786693072,0.5013763689184711,0.8070269023452574,0.578734688547115,0.5036771295999604
8,8,290.0,680,560.0,0.95,0.0,1.0,1.0,1.0,0.9925675615069948,0.5002315881183701,0.7931056062542218,0.5438185557199792,0.5176488497132168
9,9,290.0,690,560.0,0.95,0.0,1.0,1.0,1.0,0.9598023251260333,0.5128995061167961,0.7861801546614482,0.5779408631618133,0.4984507487570978
10,10,290.0,700,560.0,0.95,0.0,1.0,1.0,1.0,0.9570480285545516,0.4923856337614107,0.7646551199535069,0.5666348338424247,0.5016287650647016
0,0,292.0,600,570.0,0.85,0.0,1.0,1.0,1.0,0.8476727285827523,0.5136936282899154,0.7301115428099229,0.6113518050788604,0.5018636853203506
1,1,292.0,610,570.0,0.85,0.0,1.0,1.0,1.0,0.8811374907875077,0.5017061473093053,0.6666078737404257,0.5963770741526219,0.5444562147271985
2,2,292.0,620,570.0,0.85,0.0,1.0,1.0,1.0,0.8749503451934301,0.5110242601944871,0.6470704513676852,0.5855323067360126,0.5100746427634733
3,3,292.0,630,570.0,0.85,0.0,1.0,1.0,1.0,0.8873988734912913,0.4984434709863663,0.7346160700295453,0.5575179090398182,0.4905101075636475
4,4,292.0,640,570.0,0.85,0.0,1.0,1.0,1.0,0.9082958163802072,0.5004209136525455,0.7866978499851832,0.5200586941197283,0.5166919492246358
5,5,292.0,650,570.0,0.85,0.0,1.0,1.0,1.0,0.8968184901044296,0.5048364380225102,0.7625162264091446,0.5323157897387366,0.5117538900783994
6,6,292.0,660,570.0,0.85,0.0,1.0,1.0,1.0,0.969728469169778,0.4971270359019996,0.7499895361600046,0.5318618383241367,0.4792014461512222
7,7,292.0,670,570.0,0.85,0.0,1.0,1.0,1.0,0.9380035153751252,0.5004423359385116,0.7398380683604391,0.5520654698694951,0.5001693806589538
8,8,292.0,680,570.0,0.85,0.0,1.0,1.0,1.0,0.9340108027569916,0.5129638924606711,0.7849719660055973,0.5518518589943657,0.4934299584647359
9,9,292.0,690,570.0,0.85,0.0,1.0,1.0,1.0,0.9381173756316358,0.5082040322461684,0.7190224142859485,0.5523784487380708,0.5006283274144298
10,10,292.0,700,570.0,0.85,0.0,1.0,1.0,1.0,0.9542772545558036,0.4990673802279428,0.8308045333444884,0.5919116240657162,0.4991966495137888
0,0,296.0,600,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9316699394471094,0.5090207798164827,0.7169246461804074,0.5643970889758292,0.5089997524251237
1,1,296.0,610,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9497236433602212,0.4824773202176409,0.7461199327328067,0.5370366869045606,0.5124908401150936
2,2,296.0,620,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9478424966002176,0.5056353458877089,0.7650366072883715,0.566210791817096,0.4878011310657298
3,3,296.0,630,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9714236743974002,0.5052226201502081,0.7697215631165832,0.5789436416056069,0.5104735955788887
4,4,296.0,640,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9609032747374292,0.5089717445142707,0.7712048357483839,0.5829330614993811,0.4915094740359652
5,5,296.0,650,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9069297873814148,0.4880841363449985,0.8063497035753177,0.5539173053849789,0.5252770734273682
6,6,296.0,660,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9651529553858552,0.4992766540406377,0.7870881560643681,0.6260157555587414,0.5027512801770676
7,7,296.0,670,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9325359858120642,0.5138066460364891,0.7920475018581499,0.5953435140425235,0.5132605280783781
8,8,296.0,680,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9299407612124456,0.4990965090707125,0.7495357186699833,0.5848581774706478,0.4934921994412335
9,9,296.0,690,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.931010001710286,0.5041498415003917,0.7412129899227455,0.542279971555113,0.496198944986978
10,10,296.0,700,480.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9553578553355422,0.4984353161855129,0.7692090622623127,0.5289446694716868,0.5153513028070924
0,0,302.0,600,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.915934037317532,0.5059871009419004,0.7697406188276436,0.5868442732011812,0.5026122394220345
1,1,302.0,610,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.8980044142131323,0.5005599699259988,0.733724013934493,0.566993419418291,0.5036598755109825
2,2,302.0,620,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9152816338122436,0.5008339450323838,0.6899738313190029,0.5792037706643449,0.5142324707012609
3,3,302.0,630,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.913616263580143,0.5022602868928822,0.7043026819209658,0.5436151151186281,0.512987947309675
4,4,302.0,640,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9118936197444494,0.49631375693151,0.782962073605058,0.6040891986582294,0.4932007404202849
5,5,302.0,650,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9632781654926024,0.5014865139570173,0.72718514035928,0.6338247062262988,0.4919278664674723
6,6,302.0,660,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9882831270188004,0.5046877170628167,0.761166620129209,0.5578834857985063,0.5022184960755677
7,7,302.0,670,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9401177504362682,0.5020249401777257,0.7589580251774976,0.5443864502984906,0.4959698752705664
8,8,302.0,680,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9330092939477742,0.5085891692861556,0.8046954424227252,0.5386128694895543,0.5093450032246297
9,9,302.0,690,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9355085230544832,0.500862534420446,0.752128123995268,0.5424819607397952,0.5053066634991141
10,10,302.0,700,512.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9796684034946226,0.4997410534015061,0.7588132760411778,0.5786658982781848,0.4986969170566084
0,0,300.0,600,565.0,0.85,0.0,1.0,1.0,1.0,0.7586136634493595,0.5086340082583874,0.5881009039120959,0.5746088103346377,0.5288645925459532
1,1,300.0,610,565.0,0.85,0.0,1.0,1.0,1.0,0.8499799007239426,0.5080170297809912,0.5663515215222594,0.6141467966848871,0.5317460816082615
2,2,300.0,620,565.0,0.85,0.0,1.0,1.0,1.0,0.7771821005363553,0.5011255012025021,0.5912743516434206,0.6565070072364564,0.5577606573916152
3,3,300.0,630,565.0,0.85,0.0,1.0,1.0,1.0,0.8685897339489141,0.4996189936336543,0.67233597139364,0.5861048383646855,0.5458210091579422
4,4,300.0,640,565.0,0.85,0.0,1.0,1.0,1.0,0.8417507244611253,0.4944717645303907,0.5644555102548388,0.5685476720167305,0.5322884455588175
5,5,300.0,650,565.0,0.85,0.0,1.0,1.0,1.0,0.9351239290957905,0.5135975812830532,0.7756955143447388,0.5591001939503155,0.5097460253357152
6,6,300.0,660,565.0,0.85,0.0,1.0,1.0,1.0,0.9279084281600316,0.4924104815978969,0.7301006242233644,0.5394188379732066,0.4976271886353335
7,7,300.0,670,565.0,0.85,0.0,1.0,1.0,1.0,0.9531224108247468,0.4898719892360148,0.7748109931096706,0.5798722714125797,0.5092447844167755
8,8,300.0,680,565.0,0.85,0.0,1.0,1.0,1.0,0.9735792984617602,0.5024588013736144,0.8525147447701096,0.5850032035751903,0.4962036218290357
9,9,300.0,690,565.0,0.85,0.0,1.0,1.0,1.0,0.9401016124607836,0.500720678625153,0.7903388465599857,0.5681581569797558,0.4897330857910741
10,10,300.0,700,565.0,0.85,0.0,1.0,1.0,1.0,0.9374559728926428,0.5044579355156477,0.7583163099048393,0.5796125459538016,0.5029766714880267
0,0,294.0,600,565.0,0.85,0.0,1.0,1.0,1.0,0.9126383152213068,0.50885469150008,0.6324425690212365,0.5721429894564638,0.5311133998762944
1,1,294.0,610,565.0,0.85,0.0,1.0,1.0,1.0,0.8186353124896545,0.4954451381125018,0.6122763458343117,0.6308596241828379,0.5296584946212783
2,2,294.0,620,565.0,0.85,0.0,1.0,1.0,1.0,0.8868986450505959,0.4994058901615158,0.626032317461594,0.5661634051660543,0.5192326393774733
3,3,294.0,630,565.0,0.85,0.0,1.0,1.0,1.0,0.797042974608181,0.4934527390224664,0.7090202887303544,0.5669521543718073,0.5163263707251099
4,4,294.0,640,565.0,0.85,0.0,1.0,1.0,1.0,0.9202525287239472,0.5137302514277925,0.7665946095925463,0.5661720085377175,0.5060970651295932
5,5,294.0,650,565.0,0.85,0.0,1.0,1.0,1.0,0.9116473718394118,0.5034952594313976,0.743319624569818,0.5403810952402406,0.5208470923105046
6,6,294.0,660,565.0,0.85,0.0,1.0,1.0,1.0,0.9546765488265064,0.4935375254509034,0.7494079378816494,0.5704392879541035,0.5145046498825889
7,7,294.0,670,565.0,0.85,0.0,1.0,1.0,1.0,0.9503826433048952,0.5028536525720352,0.7991890421284923,0.5635078821981031,0.501900259451212
8,8,294.0,680,565.0,0.85,0.0,1.0,1.0,1.0,0.9320673524610642,0.50482704325277,0.7686944730941423,0.5309738618612325,0.4964962313127665
9,9,294.0,690,565.0,0.85,0.0,1.0,1.0,1.0,0.955246358053452,0.5053867957835617,0.7609946079598028,0.595598566227641,0.5054137409219273
10,10,294.0,700,565.0,0.85,0.0,1.0,1.0,1.0,0.9137987404411804,0.5008466486636711,0.8005011897038823,0.5932940824156991,0.5001654979305201
0,0,298.0,600,472.5,1.15,0.0,1.0,1.0,1.0,0.9408122793779928,0.5135973903337098,0.7361436644648609,0.5537685615892988,0.5037050002694528
1,1,298.0,610,472.5,1.15,0.0,1.0,1.0,1.0,0.8899277302744546,0.4956974294162357,0.7877700118686597,0.5904515858485253,0.50316425920398
2,2,298.0,620,472.5,1.15,0.0,1.0,1.0,1.0,0.9481001217093612,0.5108470333523412,0.7432927170755956,0.5677631663059152,0.5104758992481322
3,3,298.0,630,472.5,1.15,0.0,1.0,1.0,1.0,0.9666346024871396,0.4998009580353912,0.7592850377565628,0.5927079632469983,0.5161360246116176
4,4,298.0,640,472.5,1.15,0.0,1.0,1.0,1.0,0.9280267601071844,0.4984027203939328,0.7770149108037516,0.6038172760517506,0.5199796811166028
5,5,298.0,650,472.5,1.15,0.0,1.0,1.0,1.0,0.954769453164364,0.5031603217630898,0.7253884273996254,0.5487825981788033,0.4975281957657234
6,6,298.0,660,472.5,1.15,0.0,1.0,1.0,1.0,0.930174220382458,0.4954209236797404,0.6767090731238803,0.5785041689359862,0.5122908592841252
7,7,298.0,670,472.5,1.15,0.0,1.0,1.0,1.0,0.9523068844994088,0.5023219552029295,0.7226394011593722,0.5370139260385364,0.5049424734076211
8,8,298.0,680,472.5,1.15,0.0,1.0,1.0,1.0,0.9781312275124896,0.5040327911526095,0.8853057426073683,0.5793041858849353,0.5028282445541541
9,9,298.0,690,472.5,1.15,0.0,1.0,1.0,1.0,0.9870147515901222,0.5086645492228852,0.9151982615123494,0.5773871682911361,0.5110313310049991
10,10,298.0,700,472.5,1.15,0.0,1.0,1.0,1.0,0.985051525681644,0.4932026300476888,0.8834899773694425,0.5116505343119057,0.5037042430537991
0,0,298.0,600,480.0,1.15,0.0,1.0,1.0,1.0,0.9534038708587242,0.4981302551332394,0.7245483122990742,0.5573507029590742,0.493983416851357
1,1,298.0,610,480.0,1.15,0.0,1.0,1.0,1.0,0.9468047288946302,0.48234942728011,0.7407726169801142,0.5451411777394778,0.4958544794967337
2,2,298.0,620,480.0,1.15,0.0,1.0,1.0,1.0,0.9571209850688668,0.5006177127762701,0.7566100040485916,0.5737045498322239,0.4879764255925839
3,3,298.0,630,480.0,1.15,0.0,1.0,1.0,1.0,0.9467576250351518,0.4855473596096577,0.766901490625138,0.6131920598438017,0.4959344975093252
4,4,298.0,640,480.0,1.15,0.0,1.0,1.0,1.0,0.937354877774375,0.4967568852095441,0.7992889101631336,0.5612005443900991,0.4957019685155235
5,5,298.0,650,480.0,1.15,0.0,1.0,1.0,1.0,0.9498963426848238,0.5083685773255697,0.7629571831479138,0.5948052188425909,0.5080730980099608
6,6,298.0,660,480.0,1.15,0.0,1.0,1.0,1.0,0.9331455821472464,0.5102650265368089,0.7212522948542371,0.5692644795604853,0.5078863288893409
7,7,298.0,670,480.0,1.15,0.0,1.0,1.0,1.0,0.9734591826278116,0.4885948167214256,0.7906318552116487,0.5295929625664852,0.4915426254683922
8,8,298.0,680,480.0,1.15,0.0,1.0,1.0,1.0,0.972506814547208,0.511594809616502,0.9087693022892068,0.5457467864165315,0.4767227348661033
9,9,298.0,690,480.0,1.15,0.0,1.0,1.0,1.0,0.9775136341440368,0.5044002195852281,0.857214684544654,0.550668756454489,0.4921008534554664
10,10,298.0,700,480.0,1.15,0.0,1.0,1.0,1.0,0.9697964361202408,0.5100281594135032,0.8962341222994249,0.5300063213191463,0.4997975738238763
0,0,304.0,600,537.5,1.15,0.0,1.0,1.0,1.0,0.932642347955386,0.5023455768478724,0.7215352105097914,0.5894639411302978,0.5009428653148378
1,1,304.0,610,537.5,1.15,0.0,1.0,1.0,1.0,0.9080149628620752,0.4978161541940483,0.664663927764573,0.5760019626536167,0.5083606852687446
2,2,304.0,620,537.5,1.15,0.0,1.0,1.0,1.0,0.9621120127463062,0.5078924011188155,0.6859651730093448,0.5733993728795077,0.5094606788000977
3,3,304.0,630,537.5,1.15,0.0,1.0,1.0,1.0,0.9607113098780208,0.4906054752868974,0.7584696026670952,0.5969284153906967,0.5023307674373139
4,4,304.0,640,537.5,1.15,0.0,1.0,1.0,1.0,0.9333238756192656,0.4969758191947188,0.7719878474550704,0.6108031428527019,0.5131766612437726
5,5,304.0,650,537.5,1.15,0.0,1.0,1.0,1.0,0.9146136882075112,0.4953792606476973,0.7272321567166591,0.5907363818579598,0.5059073239160541
6,6,304.0,660,537.5,1.15,0.0,1.0,1.0,1.0,0.9534624029413172,0.5034525007834078,0.746806487078584,0.5732362721795966,0.4962817002799988
7,7,304.0,670,537.5,1.15,0.0,1.0,1.0,1.0,0.9277646791289564,0.4957479704035308,0.8034425920196625,0.5542789664034068,0.5149702819493192
8,8,304.0,680,537.5,1.15,0.0,1.0,1.0,1.0,0.967112409938483,0.5082703519405846,0.7934923966556043,0.5484027780617012,0.5100416286285986
9,9,304.0,690,537.5,1.15,0.0,1.0,1.0,1.0,0.9861524865421124,0.4952774276006632,0.871532472946034,0.5318848645190002,0.5126013542330542
10,10,304.0,700,537.5,1.15,0.0,1.0,1.0,1.0,0.9710292745329536,0.4914004190417473,0.8668899640627385,0.5477170105774706,0.4965863845097736
0,0,296.0,600,557.5,0.85,0.0,1.0,1.0,1.0,0.8291943166745115,0.5003042240789137,0.613611178980566,0.6044813337063586,0.5596308714229958
1,1,296.0,610,557.5,0.85,0.0,1.0,1.0,1.0,0.8389167118265778,0.5029283486136413,0.5971442878441462,0.6027658536230331,0.5179647618250294
2,2,296.0,620,557.5,0.85,0.0,1.0,1.0,1.0,0.8181221753123683,0.5085511289953419,0.6167781972402326,0.5865174329851812,0.5174960064004201
3,3,296.0,630,557.5,0.85,0.0,1.0,1.0,1.0,0.8073970176723687,0.5005919680127777,0.5543951227905362,0.5341709126025429,0.5170052207087131
4,4,296.0,640,557.5,0.85,0.0,1.0,1.0,1.0,0.9305382571311014,0.5103391963744469,0.7888654865480297,0.5897896392331312,0.5063555459686606
5,5,296.0,650,557.5,0.85,0.0,1.0,1.0,1.0,0.9367955095906518,0.4978410827152675,0.8078017625733424,0.5596334874585651,0.4996227818472372
6,6,296.0,660,557.5,0.85,0.0,1.0,1.0,1.0,0.9223528616409596,0.4906983306758666,0.7809785554193995,0.5412517687162179,0.5048420838102092
7,7,296.0,670,557.5,0.85,0.0,1.0,1.0,1.0,0.9329737360963198,0.5028078476503455,0.7652998586496442,0.5301109940154708,0.5168296447006575
8,8,296.0,680,557.5,0.85,0.0,1.0,1.0,1.0,0.9217592153016736,0.5042248692332405,0.6964008893650628,0.6288993972343151,0.5028930195505588
9,9,296.0,690,557.5,0.85,0.0,1.0,1.0,1.0,0.9250056773424256,0.5076364390671922,0.7942753563986187,0.5449388207587633,0.5025367806794662
10,10,296.0,700,557.5,0.85,0.0,1.0,1.0,1.0,0.9650838265005652,0.5102277553581576,0.7198266122161333,0.5769796525538775,0.5081127518917926
0,0,302.0,600,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.8971506486986488,0.5050385721862692,0.6901579134506374,0.6224543754984524,0.4912963898862571
1,1,302.0,610,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9509797749720204,0.4986195122058522,0.7339937292445541,0.5529262072140282,0.5009553762511985
2,2,302.0,620,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9185413429780922,0.5054022491349904,0.750455677779122,0.5547275923720517,0.4942942238386913
3,3,302.0,630,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.910927233683248,0.5100024893492053,0.7100683568121091,0.5715301109070315,0.5164225772830383
4,4,302.0,640,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9515258803331684,0.4977277265621874,0.7095459659805095,0.6114092745982441,0.5090258098217106
5,5,302.0,650,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.954823010355554,0.5062075600607953,0.7468376382106806,0.5513471233570895,0.5080257022958674
6,6,302.0,660,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9263395530492258,0.5055848180301823,0.783755695518121,0.6012253142749918,0.4994108696190181
7,7,302.0,670,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9786254769774818,0.5054152849297588,0.7201263870878526,0.5712078055077392,0.5163942902240842
8,8,302.0,680,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9456089525226912,0.5013213398647131,0.7501255648435877,0.5757640079068167,0.4926629168972439
9,9,302.0,690,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9621040757607088,0.4973611797663327,0.7664992524756314,0.5529217900543765,0.5107086983966258
10,10,302.0,700,522.5,1.0499999999999998,0.0,1.0,1.0,1.0,0.9676662412581704,0.5112798668658034,0.7540776393056191,0.5644987110707275,0.4978926301487034
0,0,304.0,600,570.0,0.85,0.0,1.0,1.0,1.0,0.8094653457468717,0.4955251983517172,0.5737387630695154,0.6129242169521977,0.5369355453368033
1,1,304.0,610,570.0,0.85,0.0,1.0,1.0,1.0,0.7873731743802723,0.4896467350515461,0.6802394371970715,0.5889494059626719,0.5165001521981634
2,2,304.0,620,570.0,0.85,0.0,1.0,1.0,1.0,0.7868527178513351,0.5011917451650725,0.5859530908050945,0.6000451686862386,0.5289575531735592
3,3,304.0,630,570.0,0.85,0.0,1.0,1.0,1.0,0.8239184281071246,0.4820284298101814,0.5362471428711763,0.609774853019505,0.520957613341542
4,4,304.0,640,570.0,0.85,0.0,1.0,1.0,1.0,0.7740755191191365,0.4996990241150555,0.5763587537648154,0.5794408623736309,0.5389176347892869
5,5,304.0,650,570.0,0.85,0.0,1.0,1.0,1.0,0.8052012290679462,0.4969500602156101,0.6043151894808865,0.5267128968093845,0.5038771796472551
6,6,304.0,660,570.0,0.85,0.0,1.0,1.0,1.0,0.9246756298696176,0.5006344236912174,0.7510598683257454,0.5787337438863054,0.4975687224638229
7,7,304.0,670,570.0,0.85,0.0,1.0,1.0,1.0,0.9172177309316124,0.5039578124307941,0.7625537016441413,0.5535012606374055,0.5093493114956865
8,8,304.0,680,570.0,0.85,0.0,1.0,1.0,1.0,0.909055230824216,0.4975409632537446,0.7890082023497016,0.533589869755884,0.4934676431469397
9,9,304.0,690,570.0,0.85,0.0,1.0,1.0,1.0,0.9240350506277708,0.5029071062507104,0.7588764465583779,0.5292323508134734,0.5116054088566079
10,10,304.0,700,570.0,0.85,0.0,1.0,1.0,1.0,0.9645870716160824,0.5009435551917587,0.742162074157665,0.5691012789727422,0.4909662285873741
0,0,296.0,600,507.5,0.85,0.0,1.0,1.0,1.0,0.7953271733365463,0.4981781862610234,0.5852708788167502,0.6274246152786359,0.5440212339416854
1,1,296.0,610,507.5,0.85,0.0,1.0,1.0,1.0,0.8146111437982235,0.4990254837829035,0.6118771909725738,0.5907843430500657,0.5265829494985839
2,2,296.0,620,507.5,0.85,0.0,1.0,1.0,1.0,0.8164840694904332,0.5089379962525606,0.5803440419686969,0.6075613829359598,0.5393631374684421
3,3,296.0,630,507.5,0.85,0.0,1.0,1.0,1.0,0.8529738891054602,0.4946166542195436,0.6026863251964534,0.605933518372953,0.505957862415014
4,4,296.0,640,507.5,0.85,0.0,1.0,1.0,1.0,0.9187926068914454,0.4966170324558451,0.708177876609856,0.5644187099178101,0.5013487640611227
5,5,296.0,650,507.5,0.85,0.0,1.0,1.0,1.0,0.8820768975704031,0.4970459396332384,0.7165769938517261,0.6008649028462063,0.5102882970696632
6,6,296.0,660,507.5,0.85,0.0,1.0,1.0,1.0,0.9481851509183076,0.4888392088764943,0.6953608393254405,0.5732306127525697,0.4981465228478973
7,7,296.0,670,507.5,0.85,0.0,1.0,1.0,1.0,0.9319482293151694,0.5072181133072086,0.7714646056182846,0.5793034633282101,0.5081558132973505
8,8,296.0,680,507.5,0.85,0.0,1.0,1.0,1.0,0.9091858418919958,0.504071653798826,0.7920516870527992,0.5734124909978043,0.5028998049124528
9,9,296.0,690,507.5,0.85,0.0,1.0,1.0,1.0,0.959269945916627,0.5038540896884232,0.7330243431585308,0.5747332736368789,0.4964090035630947
10,10,296.0,700,507.5,0.85,0.0,1.0,1.0,1.0,0.933638896972591,0.4943820183349647,0.8312630366063611,0.6023231288079016,0.4883692403230297
0,0,298.0,600,465.0,1.15,0.0,1.0,1.0,1.0,0.9360738813110224,0.4994539731692773,0.762492350411814,0.6058491729852105,0.5143672807364168
1,1,298.0,610,465.0,1.15,0.0,1.0,1.0,1.0,0.9209647947828716,0.4883484625264843,0.7423338543600958,0.6061275870043122,0.4973164894334498
2,2,298.0,620,465.0,1.15,0.0,1.0,1.0,1.0,0.936177325823366,0.5023711957174062,0.7812585012786238,0.5600087737721642,0.5019009169265651
3,3,298.0,630,465.0,1.15,0.0,1.0,1.0,1.0,0.9502869428270746,0.5015932989898516,0.7662053488007107,0.5860667387341003,0.4973254398893484
4,4,298.0,640,465.0,1.15,0.0,1.0,1.0,1.0,0.9391787635648642,0.5032437800261813,0.6915759294474674,0.6000340560461541,0.5031919478279401
5,5,298.0,650,465.0,1.15,0.0,1.0,1.0,1.0,0.9396162754103652,0.4974914965625482,0.6823929059821419,0.5669498264029779,0.5041761313035076
6,6,298.0,660,465.0,1.15,0.0,1.0,1.0,1.0,0.9530863752583852,0.5055425573059436,0.8172715597166237,0.5009802691745202,0.5035997854732075
7,7,298.0,670,465.0,1.15,0.0,1.0,1.0,1.0,0.9332688225168804,0.5025324996808139,0.7099952736429531,0.513430079377313,0.4979060848209709
8,8,298.0,680,465.0,1.15,0.0,1.0,1.0,1.0,0.992057530315866,0.4996557077461435,0.8815762431672483,0.5690900072676135,0.4980323723458172
9,9,298.0,690,465.0,1.15,0.0,1.0,1.0,1.0,0.9860299413639236,0.4987106099227022,0.8499985480411582,0.5388067054248171,0.5029883161729466
10,10,298.0,700,465.0,1.15,0.0,1.0,1.0,1.0,1.0,0.5163121204194082,0.8716813830958733,0.5327195235671989,0.5037317945156021
0,0,294.0,600,522.5,0.85,0.0,1.0,1.0,1.0,0.8676931874046098,0.4869654068156634,0.6566367936484975,0.595392192509307,0.536244751745598
1,1,294.0,610,522.5,0.85,0.0,1.0,1.0,1.0,0.8350357725392092,0.5044512839429438,0.6666285443036217,0.6327013819405577,0.531559734822119
2,2,294.0,620,522.5,0.85,0.0,1.0,1.0,1.0,0.8610968247337958,0.495657665868894,0.6929865452990973,0.6113853650232759,0.5161574989411791
