,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
0,0.1,5000,5,0.08,2,0.8,1,1,0.5237499999999928,0.47874999999999507,0.5162499999999963,0.4599999999999909,0.5099999999999945
1,0.30000000000000004,5000,5,0.08,2,0.8,1,1,0.47624999999999373,0.5037499999999937,0.4962499999999972,0.45874999999999594,0.5099999999999966
2,0.5000000000000001,5000,5,0.08,2,0.8,1,1,0.49374999999999336,0.503749999999995,0.5499999999999939,0.5387499999999972,0.49374999999999325
3,0.7000000000000001,5000,5,0.08,2,0.8,1,1,0.493749999999995,0.4387499999999894,0.4799999999999944,0.5187499999999947,0.5087499999999929
4,0.9000000000000001,5000,5,0.08,2,0.8,1,1,0.5024999999999944,0.5199999999999975,0.5124999999999944,0.47749999999999054,0.5199999999999975
5,1.1000000000000003,5000,5,0.08,2,0.8,1,1,0.5287499999999989,0.5224999999999974,0.551249999999998,0.5099999999999978,0.5199999999999996
6,1.3000000000000003,5000,5,0.08,2,0.8,1,1,0.5087499999999938,0.4562499999999964,0.4787499999999916,0.4824999999999918,0.4624999999999909
7,1.5000000000000004,5000,5,0.08,2,0.8,1,1,0.5162499999999938,0.45124999999999715,0.521249999999996,0.5149999999999935,0.5362499999999959
8,1.7000000000000004,5000,5,0.08,2,0.8,1,1,0.5424999999999962,0.5174999999999956,0.4999999999999936,0.5037499999999959,0.5199999999999975
9,1.9000000000000004,5000,5,0.08,2,0.8,1,1,0.5012499999999951,0.5474999999999952,0.4712499999999954,0.5324999999999956,0.46874999999999034
10,2.1000000000000005,5000,5,0.08,2,0.8,1,1,0.49124999999999464,0.4487499999999951,0.5024999999999923,0.5274999999999926,0.4837499999999942
11,2.3000000000000007,5000,5,0.08,2,0.8,1,1,0.4574999999999941,0.5124999999999957,0.49874999999999464,0.49499999999999356,0.508749999999995
