,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
0,298.0,600,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.910867623846394,0.5045723857159518,0.74889906225279,0.5519634984622777,0.5233802793829195
1,298.0,610,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9216490656287568,0.5019104721480868,0.7497911774750114,0.5485681006107221,0.5017274025319912
2,298.0,620,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9211698139717626,0.5006044790981717,0.7246547312868344,0.5862390712758507,0.509292536085597
3,298.0,630,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9591438070716191,0.49217750291916074,0.7246032878111262,0.612748349829739,0.5023133870870543
4,298.0,640,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9336889226970895,0.4927113820072783,0.7634765253247802,0.5587878408323086,0.501668052221689
5,298.0,650,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.928629646997846,0.49981798796125815,0.7556160111981078,0.5460654700539822,0.5257871489819795
6,298.0,660,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9700196590496454,0.4994810820770222,0.774668392750274,0.5932062181383339,0.49375363892319407
7,298.0,670,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9469883041187236,0.49943590618826583,0.7866096877014431,0.5860138839643895,0.5133636074473646
8,298.0,680,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9668188743746295,0.5146080441488514,0.7345274729636132,0.5233985808073941,0.5014373783464477
9,298.0,690,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9360500966906219,0.48690972293034723,0.7701782125155916,0.5306513774968591,0.5235292127803657
10,298.0,700,490.0,1.0499999999999998,0.0,1.0,1.0,1.0,0.9458926434037711,0.4989649341590453,0.7739892765312613,0.5760956999180535,0.505103101177544
