,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
0,0.01,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.5008749999999946,0.5046249999999951,0.5011249999999942,0.5253749999999956,0.5144999999999961
1,0.11,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.5001249999999948,0.5041874999999955,0.5061874999999956,0.5091874999999959,0.5055624999999953
2,0.21000000000000002,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.521812499999996,0.5035624999999954,0.5072499999999949,0.49862499999999504,0.5024374999999953
3,0.31000000000000005,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.5054999999999958,0.49849999999999506,0.5067499999999951,0.5007499999999949,0.5024999999999953
4,0.41000000000000003,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.502249999999996,0.5006249999999959,0.5130624999999954,0.5078124999999947,0.5063749999999955
5,0.51,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.9436874999982336,0.4982499999999951,0.9499375000002453,0.5016874999999954,0.5043749999999955
6,0.6100000000000001,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.9414999999970926,0.5209374999999954,0.951562500000341,0.502062499999995,0.5063124999999958
7,0.7100000000000001,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.9481250000007545,0.5228124999999952,0.9482499999993038,0.5526874999999958,0.5368749999999958
8,0.81,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.9541874999980082,0.6148749999999963,0.9446249999999795,0.5824374999999964,0.589562499999997
9,0.91,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.9400624999991773,0.7278124999999973,0.9444375000003994,0.6888749999999975,0.7333749999999972
10,1.01,3500.0,5.0,0.060000000000000005,2.0,1.0,1.0,1.0,0.921625000000212,0.8851249999999989,0.9423125005936885,0.8686874999999986,0.893249999999999
