,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
0,0.01,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5015624999999949,0.5089374999999956,0.5042499999999954,0.5021249999999953,0.5018749999999946
1,0.11,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.49631249999999466,0.500312499999995,0.4994374999999951,0.5006874999999947,0.49518749999999523
2,0.21000000000000002,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5013124999999958,0.49712499999999515,0.5113749999999955,0.5009374999999956,0.48987499999999445
3,0.31000000000000005,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5029374999999959,0.5048124999999957,0.502499999999995,0.5000624999999955,0.49806249999999547
4,0.41000000000000003,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.49862499999999443,0.4984374999999955,0.508812499999995,0.4846874999999951,0.4951249999999946
5,0.51,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.4942499999999942,0.5029374999999947,0.4973124999999956,0.49474999999999447,0.501124999999995
6,0.6100000000000001,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.503687499999995,0.5043124999999958,0.5106874999999949,0.5009999999999957,0.5079374999999962
7,0.7100000000000001,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5013749999999954,0.4966249999999949,0.5068749999999955,0.5001249999999947,0.49224999999999514
8,0.81,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.501062499999995,0.5126874999999954,0.4971249999999947,0.49612499999999393,0.5062499999999961
9,0.91,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5049999999999957,0.4953124999999948,0.5044999999999956,0.4982499999999949,0.5057499999999959
10,1.01,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.489562499999995,0.4953749999999942,0.5013124999999953,0.49962499999999554,0.49912499999999466
11,1.11,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.507249999999995,0.5180624999999959,0.4978749999999955,0.4981874999999957,0.5017499999999951
12,1.2100000000000002,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.49918749999999407,0.4871874999999955,0.5014374999999957,0.5008124999999957,0.504812499999995
13,1.31,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5005624999999952,0.4953749999999957,0.5083124999999946,0.4959374999999945,0.5039374999999957
14,1.4100000000000001,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5006249999999955,0.49762499999999543,0.49706249999999486,0.5095624999999956,0.5030624999999947
15,1.51,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5028749999999954,0.49312499999999454,0.5011874999999952,0.5083749999999954,0.4998749999999953
16,1.61,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.4979374999999953,0.5099999999999958,0.5003749999999954,0.5039999999999953,0.4910624999999957
17,1.7100000000000002,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.4911874999999951,0.5034999999999957,0.5093124999999952,0.5029999999999953,0.4928124999999953
18,1.81,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5001874999999957,0.49556249999999463,0.5086249999999957,0.4993124999999952,0.49774999999999514
19,1.9100000000000001,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.49493749999999564,0.5016249999999954,0.4963124999999945,0.5073124999999952,0.4986874999999952
20,2.01,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.4936249999999959,0.5104374999999948,0.503124999999995,0.4966249999999956,0.5020624999999959
21,2.11,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5035624999999953,0.506499999999995,0.5021874999999957,0.5020624999999954,0.4903124999999954
22,2.21,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.4995624999999957,0.4969374999999955,0.492624999999995,0.4949999999999955,0.5009999999999953
23,2.31,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5093124999999956,0.5009374999999944,0.49824999999999553,0.5049374999999944,0.4969374999999954
24,2.41,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5030624999999955,0.5011874999999956,0.4993749999999958,0.5112499999999959,0.4969374999999953
25,2.51,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5017499999999953,0.4918124999999941,0.4966249999999959,0.5027499999999954,0.4898124999999956
26,2.61,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.4989999999999949,0.504062499999995,0.4996249999999954,0.4984999999999955,0.4967499999999939
27,2.71,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.49574999999999464,0.5018124999999954,0.49856249999999563,0.5053124999999957,0.5134374999999954
28,2.81,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.4976249999999949,0.5112499999999957,0.49962499999999455,0.5057499999999957,0.4972499999999947
29,2.91,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5028749999999952,0.5027499999999943,0.5076249999999953,0.495437499999995,0.49774999999999503
30,3.01,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5034374999999954,0.4988749999999948,0.5001249999999953,0.49699999999999545,0.5076249999999951
31,3.11,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5069374999999953,0.4920624999999944,0.5020624999999951,0.5145624999999961,0.49837499999999535
32,3.21,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.49837499999999546,0.501249999999995,0.5011874999999952,0.500374999999995,0.5103749999999956
33,3.31,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.4949999999999952,0.5044999999999954,0.5006874999999953,0.4980624999999955,0.5112499999999955
34,3.41,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.4967499999999955,0.4985624999999948,0.5001874999999953,0.4898749999999949,0.49812499999999504
35,3.51,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5079374999999955,0.5032499999999958,0.5091874999999954,0.4975624999999946,0.4917499999999947
36,3.61,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5003749999999947,0.4964999999999953,0.4997499999999951,0.5009374999999953,0.502124999999995
37,3.71,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.4985624999999949,0.5019999999999954,0.496687499999996,0.49306249999999496,0.4995624999999958
38,3.81,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5046874999999954,0.5069999999999945,0.49681249999999555,0.5011249999999949,0.4966874999999954
39,3.91,5000.0,15.0,0.685,2.0,1.0,1.0,1.0,0.5028124999999957,0.49899999999999506,0.5031249999999963,0.5101874999999955,0.5104374999999958
