,alpha,betawi,betabt,lmda,cond,trial,acc
65,10.000,10.000,10.000,1.010,blocked,65,0.34212514294457963
66,10.000,10.000,10.000,1.010,blocked,66,0.3711194672796925
67,10.000,10.000,10.000,1.010,blocked,67,0.37281698958816806
68,10.000,10.000,10.000,1.010,blocked,68,0.3828802764272069
69,10.000,10.000,10.000,1.010,blocked,69,0.3880403646654477
70,10.000,10.000,10.000,1.010,blocked,70,0.4171543516565883
71,10.000,10.000,10.000,1.010,blocked,71,0.4184510393079398
72,10.000,10.000,10.000,1.010,blocked,72,0.4407277771246975
73,10.000,10.000,10.000,1.010,blocked,73,0.4344880417311144
74,10.000,10.000,10.000,1.010,blocked,74,0.4548948112429408
75,10.000,10.000,10.000,1.010,blocked,75,0.4570011949751747
76,10.000,10.000,10.000,1.010,blocked,76,0.4718970247826652
77,10.000,10.000,10.000,1.010,blocked,77,0.4894326528750742
78,10.000,10.000,10.000,1.010,blocked,78,0.4760418188056932
79,10.000,10.000,10.000,1.010,blocked,79,0.5004461885206467
80,10.000,10.000,10.000,1.010,blocked,80,0.49073660609599273
81,10.000,10.000,10.000,1.010,blocked,81,0.49447770399488933
82,10.000,10.000,10.000,1.010,blocked,82,0.4958656935014424
83,10.000,10.000,10.000,1.010,blocked,83,0.5283361111969578
84,10.000,10.000,10.000,1.010,blocked,84,0.5329785434459922
85,10.000,10.000,10.000,1.010,blocked,85,0.5508921039302909
86,10.000,10.000,10.000,1.010,blocked,86,0.5632196612195147
87,10.000,10.000,10.000,1.010,blocked,87,0.5323653133459153
88,10.000,10.000,10.000,1.010,blocked,88,0.563676721980408
89,10.000,10.000,10.000,1.010,blocked,89,0.5663763140524003
90,10.000,10.000,10.000,1.010,blocked,90,0.5799816043404675
91,10.000,10.000,10.000,1.010,blocked,91,0.5807948869136405
92,10.000,10.000,10.000,1.010,blocked,92,0.5789393371711611
93,10.000,10.000,10.000,1.010,blocked,93,0.6045895705063137
94,10.000,10.000,10.000,1.010,blocked,94,0.5944862405605927
95,10.000,10.000,10.000,1.010,blocked,95,0.6126326076996134
96,10.000,10.000,10.000,1.010,blocked,96,0.6210440307828151
97,10.000,10.000,10.000,1.010,blocked,97,0.6147179348546634
98,10.000,10.000,10.000,1.010,blocked,98,0.6207547910690876
99,10.000,10.000,10.000,1.010,blocked,99,0.6374890197325823
100,10.000,10.000,10.000,1.010,blocked,100,0.6249743347826622
101,10.000,10.000,10.000,1.010,blocked,101,0.6374220532716514
102,10.000,10.000,10.000,1.010,blocked,102,0.6472420933785484
103,10.000,10.000,10.000,1.010,blocked,103,0.6564345516623472
104,10.000,10.000,10.000,1.010,blocked,104,0.6601160634347509
105,10.000,10.000,10.000,1.010,blocked,105,0.6542978128155016
106,10.000,10.000,10.000,1.010,blocked,106,0.6581342626665462
107,10.000,10.000,10.000,1.010,blocked,107,0.6628288747939193
108,10.000,10.000,10.000,1.010,blocked,108,0.6785294731579574
109,10.000,10.000,10.000,1.010,blocked,109,0.6882089093064514
110,10.000,10.000,10.000,1.010,blocked,110,0.6749199876561748
111,10.000,10.000,10.000,1.010,blocked,111,0.68999350510949
112,10.000,10.000,10.000,1.010,blocked,112,0.6988734711965751
113,10.000,10.000,10.000,1.010,blocked,113,0.6918076154148676
114,10.000,10.000,10.000,1.010,blocked,114,0.700717277042869
115,10.000,10.000,10.000,1.010,blocked,115,0.7067757267059814
116,10.000,10.000,10.000,1.010,blocked,116,0.7153238403801165
117,10.000,10.000,10.000,1.010,blocked,117,0.7101096818808252
118,10.000,10.000,10.000,1.010,blocked,118,0.7072185257780764
119,10.000,10.000,10.000,1.010,blocked,119,0.7137821516359828
120,10.000,10.000,10.000,1.010,blocked,120,0.2885194932016495
121,10.000,10.000,10.000,1.010,blocked,121,0.2722153285640248
122,10.000,10.000,10.000,1.010,blocked,122,0.29407259041184036
123,10.000,10.000,10.000,1.010,blocked,123,0.2926657868768511
124,10.000,10.000,10.000,1.010,blocked,124,0.3081878100462799
125,10.000,10.000,10.000,1.010,blocked,125,0.31476012337563575
126,10.000,10.000,10.000,1.010,blocked,126,0.319198099408024
127,10.000,10.000,10.000,1.010,blocked,127,0.3271643456195241
128,10.000,10.000,10.000,1.010,blocked,128,0.3294864976946301
129,10.000,10.000,10.000,1.010,blocked,129,0.31772446703106605
130,10.000,10.000,10.000,1.010,blocked,130,0.3535518235063874
131,10.000,10.000,10.000,1.010,blocked,131,0.34421733513262476
132,10.000,10.000,10.000,1.010,blocked,132,0.3572596814270526
133,10.000,10.000,10.000,1.010,blocked,133,0.35001381254034347
134,10.000,10.000,10.000,1.010,blocked,134,0.3733971665021645
135,10.000,10.000,10.000,1.010,blocked,135,0.3699720073112948
136,10.000,10.000,10.000,1.010,blocked,136,0.39185579392727715
137,10.000,10.000,10.000,1.010,blocked,137,0.39151663858640595
138,10.000,10.000,10.000,1.010,blocked,138,0.39282301143565385
139,10.000,10.000,10.000,1.010,blocked,139,0.37507996815010225
140,10.000,10.000,10.000,1.010,blocked,140,0.4055609767826256
141,10.000,10.000,10.000,1.010,blocked,141,0.403304101267668
142,10.000,10.000,10.000,1.010,blocked,142,0.4124706567780924
143,10.000,10.000,10.000,1.010,blocked,143,0.40621451802952563
144,10.000,10.000,10.000,1.010,blocked,144,0.42743185447964777
145,10.000,10.000,10.000,1.010,blocked,145,0.43834068929839426
146,10.000,10.000,10.000,1.010,blocked,146,0.4371419683091063
147,10.000,10.000,10.000,1.010,blocked,147,0.45280755879202134
148,10.000,10.000,10.000,1.010,blocked,148,0.4444528531846743
149,10.000,10.000,10.000,1.010,blocked,149,0.4327720540760602
150,10.000,10.000,10.000,1.010,blocked,150,0.46843536194040325
151,10.000,10.000,10.000,1.010,blocked,151,0.46214498854439057
152,10.000,10.000,10.000,1.010,blocked,152,0.47732115272738196
153,10.000,10.000,10.000,1.010,blocked,153,0.45998239887255876
154,10.000,10.000,10.000,1.010,blocked,154,0.4727986928185686
155,10.000,10.000,10.000,1.010,blocked,155,0.48290168638065256
156,10.000,10.000,10.000,1.010,blocked,156,0.49023541613660976
157,10.000,10.000,10.000,1.010,blocked,157,0.4851061438015772
158,10.000,10.000,10.000,1.010,blocked,158,0.5048399209935134
159,10.000,10.000,10.000,1.010,blocked,159,0.4916405809541121
160,10.000,10.000,10.000,1.010,blocked,160,0.4997122838898449
161,10.000,10.000,10.000,1.010,blocked,161,0.5015533104986578
162,10.000,10.000,10.000,1.010,blocked,162,0.5088588831947463
163,10.000,10.000,10.000,1.010,blocked,163,0.49213069853694796
164,10.000,10.000,10.000,1.010,blocked,164,0.49612205842506185
165,10.000,10.000,10.000,1.010,blocked,165,0.4864686717668992
166,10.000,10.000,10.000,1.010,blocked,166,0.5097697866438007
167,10.000,10.000,10.000,1.010,blocked,167,0.5008167079576221
168,10.000,10.000,10.000,1.010,blocked,168,0.5028853044478471
169,10.000,10.000,10.000,1.010,blocked,169,0.49863382345178786
170,10.000,10.000,10.000,1.010,blocked,170,0.49307798060121505
171,10.000,10.000,10.000,1.010,blocked,171,0.4995080928135384
172,10.000,10.000,10.000,1.010,blocked,172,0.49224539280480534
173,10.000,10.000,10.000,1.010,blocked,173,0.5103475660722447
174,10.000,10.000,10.000,1.010,blocked,174,0.4891830492506504
175,10.000,10.000,10.000,1.010,blocked,175,0.5021366623197043
176,10.000,10.000,10.000,1.010,blocked,176,0.5071883476624289
177,10.000,10.000,10.000,1.010,blocked,177,0.5091375740319168
178,10.000,10.000,10.000,1.010,blocked,178,0.5073093901483707
179,10.000,10.000,10.000,1.010,blocked,179,0.488573704842474
180,10.000,10.000,10.000,1.010,blocked,180,0.48386690523814047
181,10.000,10.000,10.000,1.010,blocked,181,0.49395327955297874
182,10.000,10.000,10.000,1.010,blocked,182,0.4980650057586511
183,10.000,10.000,10.000,1.010,blocked,183,0.5151023081917078
184,10.000,10.000,10.000,1.010,blocked,184,0.5005360034180178
185,10.000,10.000,10.000,1.010,blocked,185,0.5099818298739218
186,10.000,10.000,10.000,1.010,blocked,186,0.4961644460545743
187,10.000,10.000,10.000,1.010,blocked,187,0.49983105119273097
188,10.000,10.000,10.000,1.010,blocked,188,0.5019075189459754
189,10.000,10.000,10.000,1.010,blocked,189,0.5012145926352942
190,10.000,10.000,10.000,1.010,blocked,190,0.5013338703046853
191,10.000,10.000,10.000,1.010,blocked,191,0.5049049698783321
192,10.000,10.000,10.000,1.010,blocked,192,0.4964987640807621
193,10.000,10.000,10.000,1.010,blocked,193,0.5014282569149313
194,10.000,10.000,10.000,1.010,blocked,194,0.4899193941803512
195,10.000,10.000,10.000,1.010,blocked,195,0.4896617969568757
196,10.000,10.000,10.000,1.010,blocked,196,0.4975188223734224
197,10.000,10.000,10.000,1.010,blocked,197,0.4963415899973719
198,10.000,10.000,10.000,1.010,blocked,198,0.5111941402330815
199,10.000,10.000,10.000,1.010,blocked,199,0.5125876198529725
0,10.000,10.000,10.000,1.010,interleaved,0,0.5
1,10.000,10.000,10.000,1.010,interleaved,1,0.5
2,10.000,10.000,10.000,1.010,interleaved,2,0.5
3,10.000,10.000,10.000,1.010,interleaved,3,0.5
4,10.000,10.000,10.000,1.010,interleaved,4,0.5
5,10.000,10.000,10.000,1.010,interleaved,5,0.5
6,10.000,10.000,10.000,1.010,interleaved,6,0.5
7,10.000,10.000,10.000,1.010,interleaved,7,0.5
8,10.000,10.000,10.000,1.010,interleaved,8,0.5
9,10.000,10.000,10.000,1.010,interleaved,9,0.5
10,10.000,10.000,10.000,1.010,interleaved,10,0.5
11,10.000,10.000,10.000,1.010,interleaved,11,0.5
12,10.000,10.000,10.000,1.010,interleaved,12,0.5
13,10.000,10.000,10.000,1.010,interleaved,13,0.5
14,10.000,10.000,10.000,1.010,interleaved,14,0.5
15,10.000,10.000,10.000,1.010,interleaved,15,0.5
16,10.000,10.000,10.000,1.010,interleaved,16,0.5
17,10.000,10.000,10.000,1.010,interleaved,17,0.5
18,10.000,10.000,10.000,1.010,interleaved,18,0.5
19,10.000,10.000,10.000,1.010,interleaved,19,0.5
20,10.000,10.000,10.000,1.010,interleaved,20,0.5
21,10.000,10.000,10.000,1.010,interleaved,21,0.5
22,10.000,10.000,10.000,1.010,interleaved,22,0.5
23,10.000,10.000,10.000,1.010,interleaved,23,0.5
24,10.000,10.000,10.000,1.010,interleaved,24,0.5
25,10.000,10.000,10.000,1.010,interleaved,25,0.5
26,10.000,10.000,10.000,1.010,interleaved,26,0.5
27,10.000,10.000,10.000,1.010,interleaved,27,0.5
28,10.000,10.000,10.000,1.010,interleaved,28,0.5
29,10.000,10.000,10.000,1.010,interleaved,29,0.5
30,10.000,10.000,10.000,1.010,interleaved,30,0.5
31,10.000,10.000,10.000,1.010,interleaved,31,0.5
32,10.000,10.000,10.000,1.010,interleaved,32,0.5
33,10.000,10.000,10.000,1.010,interleaved,33,0.5
34,10.000,10.000,10.000,1.010,interleaved,34,0.5
35,10.000,10.000,10.000,1.010,interleaved,35,0.5
36,10.000,10.000,10.000,1.010,interleaved,36,0.5
37,10.000,10.000,10.000,1.010,interleaved,37,0.5
38,10.000,10.000,10.000,1.010,interleaved,38,0.5
39,10.000,10.000,10.000,1.010,interleaved,39,0.5
40,10.000,10.000,10.000,1.010,interleaved,40,0.5
41,10.000,10.000,10.000,1.010,interleaved,41,0.5
42,10.000,10.000,10.000,1.010,interleaved,42,0.5
43,10.000,10.000,10.000,1.010,interleaved,43,0.5
44,10.000,10.000,10.000,1.010,interleaved,44,0.5
45,10.000,10.000,10.000,1.010,interleaved,45,0.5
46,10.000,10.000,10.000,1.010,interleaved,46,0.5
47,10.000,10.000,10.000,1.010,interleaved,47,0.5
48,10.000,10.000,10.000,1.010,interleaved,48,0.5
49,10.000,10.000,10.000,1.010,interleaved,49,0.5
50,10.000,10.000,10.000,1.010,interleaved,50,0.5
51,10.000,10.000,10.000,1.010,interleaved,51,0.5
52,10.000,10.000,10.000,1.010,interleaved,52,0.5
53,10.000,10.000,10.000,1.010,interleaved,53,0.5
54,10.000,10.000,10.000,1.010,interleaved,54,0.5
55,10.000,10.000,10.000,1.010,interleaved,55,0.5
56,10.000,10.000,10.000,1.010,interleaved,56,0.5
57,10.000,10.000,10.000,1.010,interleaved,57,0.5
58,10.000,10.000,10.000,1.010,interleaved,58,0.5
59,10.000,10.000,10.000,1.010,interleaved,59,0.5
60,10.000,10.000,10.000,1.010,interleaved,60,0.5
61,10.000,10.000,10.000,1.010,interleaved,61,0.5
62,10.000,10.000,10.000,1.010,interleaved,62,0.5
63,10.000,10.000,10.000,1.010,interleaved,63,0.5
64,10.000,10.000,10.000,1.010,interleaved,64,0.5
65,10.000,10.000,10.000,1.010,interleaved,65,0.5
66,10.000,10.000,10.000,1.010,interleaved,66,0.5
67,10.000,10.000,10.000,1.010,interleaved,67,0.5
68,10.000,10.000,10.000,1.010,interleaved,68,0.5
69,10.000,10.000,10.000,1.010,interleaved,69,0.5
70,10.000,10.000,10.000,1.010,interleaved,70,0.5
71,10.000,10.000,10.000,1.010,interleaved,71,0.5
72,10.000,10.000,10.000,1.010,interleaved,72,0.5
73,10.000,10.000,10.000,1.010,interleaved,73,0.5
74,10.000,10.000,10.000,1.010,interleaved,74,0.5
75,10.000,10.000,10.000,1.010,interleaved,75,0.5
76,10.000,10.000,10.000,1.010,interleaved,76,0.5
77,10.000,10.000,10.000,1.010,interleaved,77,0.5
78,10.000,10.000,10.000,1.010,interleaved,78,0.5
79,10.000,10.000,10.000,1.010,interleaved,79,0.5
80,10.000,10.000,10.000,1.010,interleaved,80,0.5
81,10.000,10.000,10.000,1.010,interleaved,81,0.5
82,10.000,10.000,10.000,1.010,interleaved,82,0.5
83,10.000,10.000,10.000,1.010,interleaved,83,0.5
84,10.000,10.000,10.000,1.010,interleaved,84,0.5
85,10.000,10.000,10.000,1.010,interleaved,85,0.5
86,10.000,10.000,10.000,1.010,interleaved,86,0.5
87,10.000,10.000,10.000,1.010,interleaved,87,0.5
88,10.000,10.000,10.000,1.010,interleaved,88,0.5
89,10.000,10.000,10.000,1.010,interleaved,89,0.5
90,10.000,10.000,10.000,1.010,interleaved,90,0.5
91,10.000,10.000,10.000,1.010,interleaved,91,0.5
92,10.000,10.000,10.000,1.010,interleaved,92,0.5
93,10.000,10.000,10.000,1.010,interleaved,93,0.5
94,10.000,10.000,10.000,1.010,interleaved,94,0.5
95,10.000,10.000,10.000,1.010,interleaved,95,0.5
96,10.000,10.000,10.000,1.010,interleaved,96,0.5
97,10.000,10.000,10.000,1.010,interleaved,97,0.5
98,10.000,10.000,10.000,1.010,interleaved,98,0.5
99,10.000,10.000,10.000,1.010,interleaved,99,0.5
100,10.000,10.000,10.000,1.010,interleaved,100,0.5
101,10.000,10.000,10.000,1.010,interleaved,101,0.5
102,10.000,10.000,10.000,1.010,interleaved,102,0.5
103,10.000,10.000,10.000,1.010,interleaved,103,0.5
104,10.000,10.000,10.000,1.010,interleaved,104,0.5
105,10.000,10.000,10.000,1.010,interleaved,105,0.5
106,10.000,10.000,10.000,1.010,interleaved,106,0.5
107,10.000,10.000,10.000,1.010,interleaved,107,0.5
108,10.000,10.000,10.000,1.010,interleaved,108,0.5
109,10.000,10.000,10.000,1.010,interleaved,109,0.5
110,10.000,10.000,10.000,1.010,interleaved,110,0.5
111,10.000,10.000,10.000,1.010,interleaved,111,0.5
112,10.000,10.000,10.000,1.010,interleaved,112,0.5
113,10.000,10.000,10.000,1.010,interleaved,113,0.5
114,10.000,10.000,10.000,1.010,interleaved,114,0.5
115,10.000,10.000,10.000,1.010,interleaved,115,0.5
116,10.000,10.000,10.000,1.010,interleaved,116,0.5
117,10.000,10.000,10.000,1.010,interleaved,117,0.5
118,10.000,10.000,10.000,1.010,interleaved,118,0.5
119,10.000,10.000,10.000,1.010,interleaved,119,0.5
120,10.000,10.000,10.000,1.010,interleaved,120,0.5
121,10.000,10.000,10.000,1.010,interleaved,121,0.5
122,10.000,10.000,10.000,1.010,interleaved,122,0.5
123,10.000,10.000,10.000,1.010,interleaved,123,0.5
124,10.000,10.000,10.000,1.010,interleaved,124,0.5
125,10.000,10.000,10.000,1.010,interleaved,125,0.5
126,10.000,10.000,10.000,1.010,interleaved,126,0.5
127,10.000,10.000,10.000,1.010,interleaved,127,0.5
128,10.000,10.000,10.000,1.010,interleaved,128,0.5
129,10.000,10.000,10.000,1.010,interleaved,129,0.5
130,10.000,10.000,10.000,1.010,interleaved,130,0.5
131,10.000,10.000,10.000,1.010,interleaved,131,0.5
132,10.000,10.000,10.000,1.010,interleaved,132,0.5
133,10.000,10.000,10.000,1.010,interleaved,133,0.5
134,10.000,10.000,10.000,1.010,interleaved,134,0.5
135,10.000,10.000,10.000,1.010,interleaved,135,0.5
136,10.000,10.000,10.000,1.010,interleaved,136,0.5
137,10.000,10.000,10.000,1.010,interleaved,137,0.5
138,10.000,10.000,10.000,1.010,interleaved,138,0.5
139,10.000,10.000,10.000,1.010,interleaved,139,0.5
140,10.000,10.000,10.000,1.010,interleaved,140,0.5
141,10.000,10.000,10.000,1.010,interleaved,141,0.5
142,10.000,10.000,10.000,1.010,interleaved,142,0.5
143,10.000,10.000,10.000,1.010,interleaved,143,0.5
144,10.000,10.000,10.000,1.010,interleaved,144,0.5
145,10.000,10.000,10.000,1.010,interleaved,145,0.5
146,10.000,10.000,10.000,1.010,interleaved,146,0.5
147,10.000,10.000,10.000,1.010,interleaved,147,0.5
148,10.000,10.000,10.000,1.010,interleaved,148,0.5
149,10.000,10.000,10.000,1.010,interleaved,149,0.5
150,10.000,10.000,10.000,1.010,interleaved,150,0.5
151,10.000,10.000,10.000,1.010,interleaved,151,0.5
152,10.000,10.000,10.000,1.010,interleaved,152,0.5
153,10.000,10.000,10.000,1.010,interleaved,153,0.5
154,10.000,10.000,10.000,1.010,interleaved,154,0.5
155,10.000,10.000,10.000,1.010,interleaved,155,0.5
156,10.000,10.000,10.000,1.010,interleaved,156,0.5
157,10.000,10.000,10.000,1.010,interleaved,157,0.5
158,10.000,10.000,10.000,1.010,interleaved,158,0.5
159,10.000,10.000,10.000,1.010,interleaved,159,0.5
160,10.000,10.000,10.000,1.010,interleaved,160,0.5551410853183559
161,10.000,10.000,10.000,1.010,interleaved,161,0.5620774278695745
162,10.000,10.000,10.000,1.010,interleaved,162,0.6136347786108565
163,10.000,10.000,10.000,1.010,interleaved,163,0.5487486354911844
164,10.000,10.000,10.000,1.010,interleaved,164,0.5384192730165591
165,10.000,10.000,10.000,1.010,interleaved,165,0.47051828030186305
166,10.000,10.000,10.000,1.010,interleaved,166,0.5814037714112196
167,10.000,10.000,10.000,1.010,interleaved,167,0.4640573475879155
168,10.000,10.000,10.000,1.010,interleaved,168,0.549724952885962
169,10.000,10.000,10.000,1.010,interleaved,169,0.5556913299206474
170,10.000,10.000,10.000,1.010,interleaved,170,0.5858988378423152
171,10.000,10.000,10.000,1.010,interleaved,171,0.5642015129028382
172,10.000,10.000,10.000,1.010,interleaved,172,0.5256536064521149
173,10.000,10.000,10.000,1.010,interleaved,173,0.5575937672299525
174,10.000,10.000,10.000,1.010,interleaved,174,0.5800093823955274
175,10.000,10.000,10.000,1.010,interleaved,175,0.4906551548771627
176,10.000,10.000,10.000,1.010,interleaved,176,0.48343726818050714
177,10.000,10.000,10.000,1.010,interleaved,177,0.5771267715197819
178,10.000,10.000,10.000,1.010,interleaved,178,0.5234213797999597
179,10.000,10.000,10.000,1.010,interleaved,179,0.5822965823034622
180,10.000,10.000,10.000,1.010,interleaved,180,0.5488317620827163
181,10.000,10.000,10.000,1.010,interleaved,181,0.6158508274537715
182,10.000,10.000,10.000,1.010,interleaved,182,0.5591159462694294
183,10.000,10.000,10.000,1.010,interleaved,183,0.538412713606048
184,10.000,10.000,10.000,1.010,interleaved,184,0.5708236894148336
185,10.000,10.000,10.000,1.010,interleaved,185,0.522038276817648
186,10.000,10.000,10.000,1.010,interleaved,186,0.5696164810262259
187,10.000,10.000,10.000,1.010,interleaved,187,0.558469801083142
188,10.000,10.000,10.000,1.010,interleaved,188,0.5845986350911838
189,10.000,10.000,10.000,1.010,interleaved,189,0.5825951880526854
190,10.000,10.000,10.000,1.010,interleaved,190,0.5205226056729028
191,10.000,10.000,10.000,1.010,interleaved,191,0.6243130244506075
192,10.000,10.000,10.000,1.010,interleaved,192,0.6010406121174573
193,10.000,10.000,10.000,1.010,interleaved,193,0.5932515125284457
194,10.000,10.000,10.000,1.010,interleaved,194,0.5368130886320287
195,10.000,10.000,10.000,1.010,interleaved,195,0.5473306399190041
196,10.000,10.000,10.000,1.010,interleaved,196,0.5810641229841197
197,10.000,10.000,10.000,1.010,interleaved,197,0.503602962082913
198,10.000,10.000,10.000,1.010,interleaved,198,0.5953782345060197
199,10.000,10.000,10.000,1.010,interleaved,199,0.5819769373693827
0,10.000,10.000,10.000,1.010,early,0,0.5
1,10.000,10.000,10.000,1.010,early,1,0.601091989750319
2,10.000,10.000,10.000,1.010,early,2,0.6792959410575048
3,10.000,10.000,10.000,1.010,early,3,0.714395917973811
4,10.000,10.000,10.000,1.010,early,4,0.7699271179237634
5,10.000,10.000,10.000,1.010,early,5,0.8014350277135405
6,10.000,10.000,10.000,1.010,early,6,0.8409283383128704
7,10.000,10.000,10.000,1.010,early,7,0.8224290415218884
8,10.000,10.000,10.000,1.010,early,8,0.862738142684438
9,10.000,10.000,10.000,1.010,early,9,0.883298367098194
10,10.000,10.000,10.000,1.010,early,10,0.8882813975801963
11,10.000,10.000,10.000,1.010,early,11,0.896602150675638
12,10.000,10.000,10.000,1.010,early,12,0.8978710416003587
13,10.000,10.000,10.000,1.010,early,13,0.9044319098790231
14,10.000,10.000,10.000,1.010,early,14,0.9010970728961684
15,10.000,10.000,10.000,1.010,early,15,0.9113089328077671
16,10.000,10.000,10.000,1.010,early,16,0.9128183382838299
17,10.000,10.000,10.000,1.010,early,17,0.9153426626942199
18,10.000,10.000,10.000,1.010,early,18,0.9211722806159284
19,10.000,10.000,10.000,1.010,early,19,0.9183817852591334
20,10.000,10.000,10.000,1.010,early,20,0.9213190257365546
21,10.000,10.000,10.000,1.010,early,21,0.9203243958631053
22,10.000,10.000,10.000,1.010,early,22,0.924399540593358
23,10.000,10.000,10.000,1.010,early,23,0.9257508621781919
24,10.000,10.000,10.000,1.010,early,24,0.9265515151801683
25,10.000,10.000,10.000,1.010,early,25,0.9286715963981743
26,10.000,10.000,10.000,1.010,early,26,0.9278396479632471
27,10.000,10.000,10.000,1.010,early,27,0.9313998440953736
28,10.000,10.000,10.000,1.010,early,28,0.9315336017911711
29,10.000,10.000,10.000,1.010,early,29,0.9306354530776433
30,10.000,10.000,10.000,1.010,early,30,0.932912196704177
31,10.000,10.000,10.000,1.010,early,31,0.933494132472202
32,10.000,10.000,10.000,1.010,early,32,0.9334851238948363
33,10.000,10.000,10.000,1.010,early,33,0.9344519551741672
34,10.000,10.000,10.000,1.010,early,34,0.9348753446285291
35,10.000,10.000,10.000,1.010,early,35,0.9359244849693463
36,10.000,10.000,10.000,1.010,early,36,0.9364193350710043
37,10.000,10.000,10.000,1.010,early,37,0.9374153625299746
38,10.000,10.000,10.000,1.010,early,38,0.9368306551513405
39,10.000,10.000,10.000,1.010,early,39,0.9375708110528835
40,10.000,10.000,10.000,1.010,early,40,0.06185676830890475
41,10.000,10.000,10.000,1.010,early,41,0.07366266290366535
42,10.000,10.000,10.000,1.010,early,42,0.07340253564838262
43,10.000,10.000,10.000,1.010,early,43,0.08904929213913089
44,10.000,10.000,10.000,1.010,early,44,0.09751935615275308
45,10.000,10.000,10.000,1.010,early,45,0.10644251986612717
46,10.000,10.000,10.000,1.010,early,46,0.1289021556630989
47,10.000,10.000,10.000,1.010,early,47,0.13235238885336645
48,10.000,10.000,10.000,1.010,early,48,0.14808246996838764
49,10.000,10.000,10.000,1.010,early,49,0.14771105618155242
50,10.000,10.000,10.000,1.010,early,50,0.16579848231335334
51,10.000,10.000,10.000,1.010,early,51,0.1601063614070011
52,10.000,10.000,10.000,1.010,early,52,0.1853441562236702
53,10.000,10.000,10.000,1.010,early,53,0.2164457451066692
54,10.000,10.000,10.000,1.010,early,54,0.23935473960303302
55,10.000,10.000,10.000,1.010,early,55,0.23081013869133887
56,10.000,10.000,10.000,1.010,early,56,0.24722824647630884
57,10.000,10.000,10.000,1.010,early,57,0.2549525792826824
58,10.000,10.000,10.000,1.010,early,58,0.2731694634246678
59,10.000,10.000,10.000,1.010,early,59,0.264630644659383
60,10.000,10.000,10.000,1.010,early,60,0.28884808859618405
61,10.000,10.000,10.000,1.010,early,61,0.2960726523038797
62,10.000,10.000,10.000,1.010,early,62,0.2988074971838623
63,10.000,10.000,10.000,1.010,early,63,0.3093208201455897
64,10.000,10.000,10.000,1.010,early,64,0.34296198488314444
65,10.000,10.000,10.000,1.010,early,65,0.3576335631989893
66,10.000,10.000,10.000,1.010,early,66,0.3526911244867899
67,10.000,10.000,10.000,1.010,early,67,0.34189774904380565
68,10.000,10.000,10.000,1.010,early,68,0.3938728500373412
69,10.000,10.000,10.000,1.010,early,69,0.38898068401721525
70,10.000,10.000,10.000,1.010,early,70,0.4020098830003041
71,10.000,10.000,10.000,1.010,early,71,0.4243150305987723
72,10.000,10.000,10.000,1.010,early,72,0.42958967631101413
73,10.000,10.000,10.000,1.010,early,73,0.4457682307519732
74,10.000,10.000,10.000,1.010,early,74,0.4172987887651546
75,10.000,10.000,10.000,1.010,early,75,0.4775885729343223
76,10.000,10.000,10.000,1.010,early,76,0.48812549640084063
77,10.000,10.000,10.000,1.010,early,77,0.46880880213420284
78,10.000,10.000,10.000,1.010,early,78,0.48169462414811276
79,10.000,10.000,10.000,1.010,early,79,0.4615179341294408
80,10.000,10.000,10.000,1.010,early,80,0.5019994601126777
81,10.000,10.000,10.000,1.010,early,81,0.4721727850976742
82,10.000,10.000,10.000,1.010,early,82,0.5142672614879144
83,10.000,10.000,10.000,1.010,early,83,0.48154034587542355
84,10.000,10.000,10.000,1.010,early,84,0.501008205486515
85,10.000,10.000,10.000,1.010,early,85,0.48120819398319326
86,10.000,10.000,10.000,1.010,early,86,0.5024519892021739
87,10.000,10.000,10.000,1.010,early,87,0.5069229939694522
88,10.000,10.000,10.000,1.010,early,88,0.5039423790156808
89,10.000,10.000,10.000,1.010,early,89,0.5171550372507131
90,10.000,10.000,10.000,1.010,early,90,0.501438254852811
91,10.000,10.000,10.000,1.010,early,91,0.48575822977808814
92,10.000,10.000,10.000,1.010,early,92,0.509769873832118
93,10.000,10.000,10.000,1.010,early,93,0.5108663420212096
94,10.000,10.000,10.000,1.010,early,94,0.5122675981782178
95,10.000,10.000,10.000,1.010,early,95,0.5013505699791412
96,10.000,10.000,10.000,1.010,early,96,0.4751008087176913
97,10.000,10.000,10.000,1.010,early,97,0.4626629895626011
98,10.000,10.000,10.000,1.010,early,98,0.5039525219595257
99,10.000,10.000,10.000,1.010,early,99,0.5067647249568019
100,10.000,10.000,10.000,1.010,early,100,0.49830097668598183
101,10.000,10.000,10.000,1.010,early,101,0.4966250293951204
102,10.000,10.000,10.000,1.010,early,102,0.5164611652949747
103,10.000,10.000,10.000,1.010,early,103,0.49892433605747327
104,10.000,10.000,10.000,1.010,early,104,0.5179380630968663
105,10.000,10.000,10.000,1.010,early,105,0.49785241891180304
106,10.000,10.000,10.000,1.010,early,106,0.4932421219824166
107,10.000,10.000,10.000,1.010,early,107,0.4963772008281266
108,10.000,10.000,10.000,1.010,early,108,0.5089161457599706
109,10.000,10.000,10.000,1.010,early,109,0.49784791442110704
110,10.000,10.000,10.000,1.010,early,110,0.5118651224628915
111,10.000,10.000,10.000,1.010,early,111,0.4961971952633558
112,10.000,10.000,10.000,1.010,early,112,0.4908769554000939
113,10.000,10.000,10.000,1.010,early,113,0.49194485924784503
