,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
0,0.01,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.4803768001015637,0.5009022760593156,0.49363937271672553,0.4885600877849431,0.5174995940896188
1,0.11,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5128823475554104,0.497212353663066,0.49590589019273174,0.503674668569235,0.5217726432132335
2,0.21000000000000002,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5102226638464312,0.49477315294710345,0.5050090762597141,0.5174274111299951,0.5225097278511328
3,0.31000000000000005,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5119806723340398,0.5148009039822692,0.5070713854471325,0.5083441987221485,0.48844990654643644
4,0.41000000000000003,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5120600410490183,0.49384222811749023,0.501093286183754,0.4946499632662621,0.5249201591178856
5,0.51,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.4987642331100476,0.4819376642717583,0.5052199198278547,0.4795078702388727,0.504970404671131
6,0.6100000000000001,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.49216035356095933,0.5086075718683734,0.515806806349205,0.47717437217054764,0.4803258922499761
7,0.7100000000000001,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.51700004291151,0.49460181083051397,0.49808048437025176,0.4845944975038135,0.5052862590152329
8,0.81,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5329412696835008,0.4987935525227907,0.5088746143328116,0.5079889923384575,0.471778252141026
9,0.91,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5104527862673744,0.4987888734702735,0.48422396315119726,0.5059027991899793,0.5077117897192874
10,1.01,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.48557457987318464,0.5123917775622526,0.5062834791728884,0.5093308738980633,0.49611335691243497
11,1.11,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5160130224032095,0.4937763941869255,0.46697452213688295,0.5093681457921662,0.4999670888947521
12,1.2100000000000002,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.502492941639171,0.49404723887645086,0.5233674396587479,0.47754129789945965,0.5105230323835325
13,1.31,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.49759688281964465,0.47624100008021575,0.5084266938450392,0.5054534959005438,0.4919142134689283
14,1.4100000000000001,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5052685624611448,0.4823249468584579,0.5075883068287256,0.5150265033505363,0.49616529305179213
15,1.51,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5260990772564477,0.5059866700759028,0.5126607479998452,0.5010241711159787,0.5154843555775209
16,1.61,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5037140924976601,0.4969687033103399,0.5145880021312161,0.5029705875512566,0.5035092277965955
17,1.7100000000000002,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.48151958442646625,0.4940440373406731,0.5005124506112666,0.4979070746820836,0.5020593401026883
18,1.81,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.4880597960780447,0.5067331504698542,0.5176799035211431,0.515025781309169,0.5254638841389642
19,1.9100000000000001,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.4791751222824715,0.500329224275583,0.4870963821452051,0.5029004951315944,0.4882150123697365
20,2.01,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5189160168478116,0.49943890522163786,0.4841899564213348,0.4808529201933995,0.5051422783693205
21,2.11,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.47697725397064883,0.4890475853903845,0.5030760604314709,0.5069856386126458,0.4994843154469046
22,2.21,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5182246582181829,0.5058939545269319,0.511629824472581,0.5180070398514507,0.47288704272839366
23,2.31,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.47420272756999554,0.4973221567110949,0.5041294290610023,0.5315561401916206,0.5025046739693556
24,2.41,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.481182242787069,0.5074318567765344,0.5000758266593897,0.5016724219247657,0.4914274398553042
25,2.51,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.5316483108960378,0.5058432985893793,0.4756038379364771,0.5027459859299264,0.4954200757556878
26,2.61,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.4925244289858902,0.4906834826001325,0.4965594301887634,0.5197253148728176,0.47330316087042085
27,2.71,4000.0,8.0,0.26,1.0,1.0,0.9,0.99,0.47955059201517525,0.49841125910995404,0.49606586546269893,0.4933167058034081,0.5005247796999239
