,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
0,0.01,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.4919689932722321,0.5020295625138225,0.5153135436133134,0.4943791539556625,0.502508435851295
1,0.11,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.5204996037758175,0.5004051099473475,0.5312889128619653,0.5140311814443153,0.49950119603678067
2,0.21000000000000002,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.5159243818129089,0.4751078634173764,0.4761436188888129,0.5188662819099302,0.48503586833459983
3,0.31000000000000005,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.4993894825418252,0.5043967084090955,0.5033023198628003,0.5005518291997306,0.48846071559352244
4,0.41000000000000003,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.49003273746422343,0.4816239993004368,0.49917458522243396,0.5039451366141658,0.4900870949376676
5,0.51,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.5020111930737619,0.5057221134448033,0.4926742079397921,0.5002811060814768,0.5305684378542558
6,0.6100000000000001,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.49318225384171877,0.501589979356276,0.4871216072206893,0.505594303074737,0.4760698525258597
7,0.7100000000000001,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.4999596972643765,0.489634653096246,0.49248417892951873,0.5080110132193794,0.5114194363618243
8,0.81,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.49899421254284737,0.496687229594375,0.49696612914241955,0.5050127150304105,0.5129225214763922
9,0.91,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.5036149753689285,0.5033349886345538,0.4972417461191355,0.5106771492864415,0.503009420041409
10,1.01,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.47456123470593425,0.5024340206622274,0.5058350405407179,0.48536074309084565,0.5304621797887824
11,1.11,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.4927675751660973,0.49953662041945535,0.5246253469674942,0.5119529029963653,0.5109317528510673
12,1.2100000000000002,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.5034237652378357,0.5018178161232202,0.5066613873495418,0.5103133170540123,0.49440814100085967
13,1.31,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.5021808000961135,0.4837355656421648,0.4784661743745616,0.5007711800064426,0.49699926286702106
14,1.4100000000000001,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.48718294252245953,0.5164721276303353,0.48596254177730414,0.507772754570526,0.5203624726009408
15,1.51,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.5300667735204273,0.5085365331777012,0.4879420436140693,0.5012561420835715,0.5046009512008212
16,1.61,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.4912411406575119,0.48502014503779184,0.4868672004588631,0.4937091278104269,0.5202244728921733
17,1.7100000000000002,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.4860053275300496,0.4916550960379415,0.49734437788843344,0.5019659991255427,0.47163861784136546
18,1.81,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.5161000769514154,0.5151930778496698,0.48103585654422415,0.5052326242044589,0.5134690815697595
19,1.9100000000000001,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.49267540004813776,0.48665809758127115,0.4993309552476347,0.4941262093382708,0.49897330714470167
20,2.01,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.49445004404341636,0.4906423410267065,0.5110910561573168,0.5065564577053957,0.5030435807490482
21,2.11,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.4975022645143555,0.4891605921689168,0.49124659223949757,0.48328244517757357,0.48821899906306676
22,2.21,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.49852277892178865,0.4854836323887962,0.4979808540728138,0.5184368842212429,0.4828915450693797
23,2.31,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.5118671458194568,0.52484452641767,0.4935434287260117,0.49248602198033886,0.5114994327011826
24,2.41,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.49282807100649456,0.4990428704373109,0.4999377216689299,0.48634041267445277,0.4757031037943816
25,2.51,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.48052332017119126,0.5093990833451056,0.4837957135202201,0.495526651114824,0.48972955944793706
26,2.61,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.48964002821311753,0.482921063522366,0.5166027260463826,0.49393479734865153,0.5073415058775786
27,2.71,4000.0,8.0,0.31000000000000005,2.0,0.8,1.0,0.99,0.49949928027549434,0.5009386014239283,0.5046053747479025,0.48419576292957445,0.5183571693603554
