,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
0,0.01,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.5237499999999962,0.4919999999999952,0.5014999999999951,0.4974999999999955,0.4972499999999962
1,0.11,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.5032499999999955,0.4982499999999968,0.496749999999995,0.49699999999999545,0.4847499999999928
2,0.21000000000000002,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.5029999999999959,0.4994999999999945,0.5004999999999953,0.4974999999999956,0.5064999999999962
3,0.31000000000000005,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.4889999999999947,0.4952499999999949,0.4942499999999946,0.5047499999999946,0.49949999999999506
4,0.41000000000000003,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.49574999999999425,0.4874999999999961,0.5007499999999948,0.500749999999996,0.49874999999999475
5,0.51,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.49899999999999467,0.5077499999999939,0.4879999999999942,0.4954999999999951,0.46149999999999336
6,0.6100000000000001,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.5192499999999959,0.48549999999999355,0.4934999999999949,0.49674999999999414,0.5084999999999953
7,0.7100000000000001,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.4999999999999952,0.4989999999999929,0.48799999999999477,0.4959999999999952,0.4982499999999953
8,0.81,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.5197499999999968,0.492749999999995,0.5002499999999962,0.5084999999999955,0.49099999999999505
9,0.91,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.48149999999999515,0.49924999999999586,0.48249999999999443,0.4999999999999945,0.4947499999999964
10,1.01,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.4992499999999941,0.5137499999999957,0.5047499999999948,0.5084999999999951,0.48399999999999543
11,1.11,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.5027499999999956,0.5187499999999949,0.5172499999999969,0.5089999999999947,0.4804999999999932
12,1.2100000000000002,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.4902499999999925,0.4994999999999946,0.5072499999999956,0.4879999999999948,0.49474999999999436
13,1.31,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.5024999999999942,0.5097499999999956,0.5137499999999952,0.49199999999999466,0.49724999999999586
14,1.4100000000000001,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.503499999999996,0.48999999999999433,0.500499999999996,0.4887499999999939,0.4982499999999953
15,1.51,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.5064999999999962,0.48949999999999483,0.49249999999999544,0.49899999999999556,0.492999999999995
16,1.61,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.4889999999999942,1.0,0.5034999999999953,0.48149999999999193
17,1.7100000000000002,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.5064999999999954,1.0,0.501499999999996,0.48049999999999393
18,1.81,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.49199999999999466,1.0,0.4994999999999946,0.5159999999999967
19,1.9100000000000001,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.5229999999999966,1.0,0.5044999999999966,0.4989999999999967
20,2.01,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.5184999999999953,1.0,0.49624999999999436,0.5074999999999947
21,2.11,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.5062499999999955,1.0,0.5012499999999956,0.498999999999996
22,2.21,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.5159999999999958,1.0,0.4792499999999933,0.5062499999999943
23,2.31,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.49799999999999434,0.9884999999999998,0.5022499999999959,0.5134999999999957
24,2.41,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,0.9907500000000085,0.4989999999999939,1.0,0.5004999999999966,0.4949999999999942
25,2.51,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.485999999999995,1.0,0.5029999999999947,0.5087499999999956
26,2.61,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.47449999999999426,1.0,0.5092499999999949,0.5029999999999937
27,2.71,4000.0,10.0,0.18500000000000003,0.0,1.0,1.0,1.0,1.0,0.49524999999999464,1.0,0.5022499999999968,0.4977499999999969
