,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
0,0.01,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5271414819032169,0.4828215146898378,0.48819434199786355,0.4746195272385775,0.5029620010126138
1,0.11,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.501095205224264,0.5152499806842583,0.4823611024749924,0.5119443918695256,0.5098727587673217
2,0.21000000000000002,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.4825100648586817,0.4918947534747226,0.484228343755127,0.5047119590262535,0.496562588008947
3,0.31000000000000005,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5094925752178889,0.5026324423164046,0.5154361133022295,0.5189572810959907,0.47150083660918457
4,0.41000000000000003,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5095057850945169,0.5129170128957556,0.48924163161408335,0.5072979826011442,0.5128848189158218
5,0.51,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.504367725883475,0.49001531118335545,0.5019757008155019,0.4978270754760595,0.48987305729609343
6,0.6100000000000001,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.522974784760372,0.50790963374913,0.4878673316192462,0.4791778522815463,0.4785231692255281
7,0.7100000000000001,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5010571698167132,0.5095458619724492,0.4818068181770121,0.5107588913328787,0.507497647438101
8,0.81,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.49068910177622554,0.5100919335328176,0.5075382378632078,0.526062595388043,0.5215397564095621
9,0.91,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5019945415489142,0.5102893902931711,0.4842306302770682,0.5051497849089748,0.47202399494747443
10,1.01,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5172303938230494,0.4820276115924699,0.5037333306703675,0.5380082058163106,0.5093191833374305
11,1.11,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.503499209115503,0.4941212225707658,0.52739688693846,0.4943040139581908,0.5149791388493019
12,1.2100000000000002,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.4900010723827718,0.4956931126628903,0.48332923014363693,0.5042046426421554,0.49797788121140396
13,1.31,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.4792695561368191,0.4843551414724704,0.48902523932294767,0.5047857519415405,0.49406403161409046
14,1.4100000000000001,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5058908192007794,0.49281158966486577,0.4987780099612794,0.5055532989061539,0.5069141378224316
15,1.51,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.48762225004940507,0.5008520858090887,0.49849786234651444,0.49939351958777606,0.5135164602182736
16,1.61,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5029999541923426,0.505813300832152,0.4924843269177995,0.5079191238201828,0.5006378118879711
17,1.7100000000000002,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5085239385240279,0.5091923502099985,0.5099451443492726,0.48157993372310204,0.5046296501311438
18,1.81,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.49504036619209824,0.5206927534036103,0.5010952527086598,0.4860631806232204,0.5380000124230272
19,1.9100000000000001,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5325544861776443,0.4926877983562322,0.4893602467682636,0.4884386497721553,0.5119668599919694
20,2.01,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.4974015906497572,0.49270958981243884,0.4929339560038556,0.5046164431871791,0.4952117630800748
21,2.11,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5152908433035602,0.5137692382911536,0.5088105178128254,0.5006267638951467,0.48133872022369434
22,2.21,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5164754276020442,0.4996651121678761,0.484357569277244,0.4879322971818233,0.4995048702541303
23,2.31,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5259988737615171,0.49630363716215414,0.4895476936421173,0.4917656200484933,0.4793664332799509
24,2.41,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5125443063619548,0.5113483455711448,0.4805587118517479,0.4929659558733023,0.5084142966469457
25,2.51,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5091486232883533,0.5059552591007879,0.492129313285887,0.48753514929682246,0.49368230581291267
26,2.61,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5093553506115642,0.5162730632629429,0.48811944875940033,0.48985096548705165,0.4955861308280472
27,2.71,5000.0,10.0,0.31000000000000005,1.0,1.0,0.9,0.99,0.5061714554198753,0.5013544909092553,0.5078013400293347,0.5167114163370611,0.4918803751721934
