,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
0,0.01,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5139975776125072,0.47646573598948405,0.4919479362490927,0.4946815790550231,0.48410075494051535
1,0.11,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5218141444931741,0.49962098521695814,0.5169183246401781,0.5098440476140049,0.5035254931208415
2,0.21000000000000002,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.49898068694349645,0.5223018214711355,0.49597264649018297,0.4969128353301008,0.48993397630356483
3,0.31000000000000005,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.48742797853061026,0.5195167592810582,0.49544215443441375,0.4827792932377024,0.4785715756018842
4,0.41000000000000003,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.4897444567389456,0.48825145866222536,0.5070103869035211,0.49735785032290075,0.5009966896684788
5,0.51,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.47042067314905217,0.5166159861463909,0.5240367073998407,0.49132557915099595,0.5023825282725077
6,0.6100000000000001,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5025009104200528,0.4827276363002765,0.48142437889159473,0.535919343072828,0.5235016326854834
7,0.7100000000000001,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5049079142104709,0.5143521652988975,0.4840167148414512,0.4949789587448943,0.5029546161742091
8,0.81,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.4829122977930462,0.5192480265076,0.4942381506279164,0.5177940929908221,0.5155001571495701
9,0.91,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.49673568968374565,0.4949664903848706,0.5006121526570363,0.5196903450056182,0.5124769028667223
10,1.01,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.4969997978972838,0.5018282063908523,0.503209467212675,0.5112769789780384,0.49046257914618624
11,1.11,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5021051715018298,0.5249531062572113,0.49367249394520485,0.5105121693263653,0.49398906864597353
12,1.2100000000000002,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5099759896769372,0.5008082300906882,0.4962444513592722,0.5060670494441046,0.5124504087019164
13,1.31,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5300795454423011,0.5032252610495422,0.4981380288063938,0.4970918221827588,0.4989996703778664
14,1.4100000000000001,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5115211054258606,0.5043384867868907,0.4786058468653452,0.5173232841089718,0.5272967592912282
15,1.51,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5080417510564954,0.5037692094908696,0.5040022569246024,0.5053404774837471,0.48142472087346516
16,1.61,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.4980895439562259,0.47736636148490685,0.49324601620900993,0.4957077583407582,0.46314212752094663
17,1.7100000000000002,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.4904935255197346,0.4623056365750048,0.5112053868164279,0.4866172790681689,0.4735942732937225
18,1.81,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.505504845249136,0.5094315631945804,0.5102422661274959,0.5056253020238547,0.49900136942140827
19,1.9100000000000001,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.49927428399645085,0.5021806356258613,0.5092958084113193,0.4681596500242967,0.5134810542514687
20,2.01,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.49246141021291656,0.5203195278056777,0.5247262207956911,0.5087275813529376,0.5169047142484647
21,2.11,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.48055966978806525,0.4766805549672385,0.4967228176671445,0.49693921644384514,0.5113921010474725
22,2.21,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5338533399300184,0.48103855557462827,0.5133061059106456,0.49647075235506277,0.49555492520816735
23,2.31,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5225000087229473,0.486956071982402,0.4869589134308841,0.5093104796748991,0.5066834060040517
24,2.41,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5164990516369503,0.4877348210716851,0.4694230892728918,0.4808343098311722,0.5138938258172827
25,2.51,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.5059714473887451,0.5231957296816504,0.4896088224706504,0.5006324507074227,0.4848101849132517
26,2.61,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.48699858106585336,0.5086051025014363,0.5033955346931993,0.4664785511161912,0.5357974079103783
27,2.71,5000.0,10.0,0.26,1.0,1.0,0.9,0.99,0.4935020447211505,0.48675065116585936,0.504513997057402,0.5160539601459634,0.5078238898528649
