,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,blocked,interleaved,early,middle,late
0,0.01,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.5074804748135677,0.5079341943212746,0.5106085796513147,0.5165603645364932,0.47782239963171624
1,0.11,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.5069022945279494,0.506072487994785,0.49076799189332193,0.4969478165847082,0.5050458561854135
2,0.21000000000000002,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.4940346221655079,0.5003965756309837,0.49816218586336874,0.4977987316360421,0.5099530272053048
3,0.31000000000000005,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.49208913135596755,0.4850433027774259,0.49467039171975014,0.5041038605981373,0.5381194846597449
4,0.41000000000000003,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.4802692066988133,0.514315882520447,0.4877979796820183,0.48903942806864453,0.48219326573580173
5,0.51,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.48755590036101515,0.5024376262095676,0.4969425019508066,0.49922466789379333,0.5028374233713777
6,0.6100000000000001,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.511647063726423,0.4877112980822839,0.5173560992209882,0.4770285954946482,0.48245835026686257
7,0.7100000000000001,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.48613639179239493,0.47781475631564724,0.5109444107708591,0.49862520114434244,0.49811760870520044
8,0.81,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.48397700105450153,0.5032290547747683,0.49583452312200504,0.524600391690953,0.5069995853270404
9,0.91,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.5117408882210924,0.5224057302679711,0.5006060704822412,0.4966229583498098,0.5059783168483435
10,1.01,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.4979402095651821,0.5004407719021793,0.48250335773470165,0.49412808271556335,0.49849133186584016
11,1.11,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.49066771119913966,0.47504207011987204,0.5109595670191579,0.49697625984301885,0.47357202333612436
12,1.2100000000000002,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.5039847817557009,0.49892444721608137,0.495965515266991,0.5005512015930365,0.4953859156436226
13,1.31,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.5268436611243945,0.5027344282301879,0.47850668486773273,0.5307861331366208,0.5004802566391786
14,1.4100000000000001,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.5159027688982798,0.46947338356653007,0.5122277177414803,0.48618879539896354,0.4821265497228399
15,1.51,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.5140152703950527,0.49169041496117494,0.5089983168950314,0.48949547337190147,0.4830258890400831
16,1.61,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.520850398408707,0.5010545580636924,0.4991490739979655,0.5229562164765501,0.5010014610562209
17,1.7100000000000002,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.5114722896716136,0.4775634934996937,0.510837590212172,0.49959864427535716,0.4993837532717279
18,1.81,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.505437542081838,0.506928935215879,0.5007826241132582,0.4807167229688156,0.4969630940646006
19,1.9100000000000001,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.5065443789802803,0.48525633970647997,0.503904006000458,0.504988105506994,0.5155532981631907
20,2.01,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.4964633766445773,0.5072413467831876,0.5160678632629752,0.5126222370536742,0.49198618881455847
21,2.11,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.501865853484994,0.4872932379610694,0.4906416981751809,0.5041684194743723,0.504964657219461
22,2.21,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.48884061656008165,0.5369538352149479,0.5106743389454221,0.5070569027328566,0.4814375381861538
23,2.31,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.5174692492217612,0.5125144402734564,0.5046656064947258,0.51272769621444,0.4875649043727718
24,2.41,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.4823175484222492,0.5065355420663046,0.4946925759624479,0.5172015657161712,0.49019171307952725
25,2.51,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.503047966624004,0.503297791096981,0.5233292040081239,0.4964315986935814,0.5008487392376679
26,2.61,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.4982314193046644,0.503260993333396,0.5122852865847776,0.511502471628331,0.513476953482789
27,2.71,5000.0,10.0,0.385,2.0,0.8,1.0,0.99,0.4982798890859804,0.5124375168554588,0.49735961649040694,0.4933240525085327,0.5020516687558596
